"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"497","Rensselaer Polytech (Trudge B)","College","Men","Troy","NY","/teams/events/Eventteam/?TeamId=Fdj9FrMnVTry%2fMC9cYKM3thmHrKSVmNxqCFfiiy0fWg%3d",NA,NA,NA,NA,NA,NA,3,3,350,0.000313296052154319
"498","St Mary's (Maryland) (SMUT)","College","Men","St. Marys City","MD","/teams/events/Eventteam/?TeamId=zaVrt8oIaDb7%2b0v7bdCm2aFCTPDVnPrqimjUIAIGaqo%3d",NA,NA,NA,NA,NA,NA,3,8,396,0.000311063992779795
"499","Wisconsin-River Falls (Gyrfalcons)","College","Men","River Falls","WI","/teams/events/Eventteam/?TeamId=r9HAlh%2f0iQFhuSmUA%2boSrejXLigbzcs9%2b7WRTUJjm4A%3d",NA,NA,NA,NA,NA,NA,1,6,512,0.000276138085839437
"500","SUNY-Albany-B (SCAM)","College","Men","Albany","NY","/teams/events/Eventteam/?TeamId=%2fp%2bB9cO5jOSMyILWyXJsPIkFGTgc%2bs%2fHngKPnJ8Epio%3d",NA,NA,NA,NA,NA,NA,3,9,408,0.000264770991546288
"501","Texas State -B (Texas State )","College","Men","San Marcos","TX","/teams/events/Eventteam/?TeamId=WY%2fa8R7FO6xr6OOinuoJrpeAqb%2b3aX%2bBoJ%2bgPpmCkt4%3d",NA,NA,NA,NA,NA,NA,0,17,441,0.00025981033689959
"502","Kettering (Bulldogs)","College","Men","Flint","MI","/teams/events/Eventteam/?TeamId=5JqjB%2fCQaO6J3ZLE3ogSQGkskAJxGUGoEGvPwwWCuYo%3d",NA,NA,NA,NA,NA,NA,1,1,219,0.00021471391982436
"503","Brandeis-B (MegaTRON)","College","Men","Waltham","MA","/teams/events/Eventteam/?TeamId=KOUEUXJ0repZIIidbUw%2bx9x5ZWMGGLGsLqX71foDWyQ%3d",NA,NA,NA,NA,NA,NA,1,5,43,0.000162640837366754
"504","Minnesota-C (Rubber Ducky)","College","Men","Minneapolis","MN","/teams/events/Eventteam/?TeamId=RMTHyuSPy12KcDehn3oqleKxKttzs7Its5RcObFU3wI%3d",NA,NA,NA,NA,NA,NA,0,10,265,0.000135757923585616
"505","Bentley-B (Icehouse Light)","College","Men","Waltham","MA","/teams/events/Eventteam/?TeamId=85WQFwh%2fh0%2fKT1Xmtd%2bgmqAAuWj9PrYBhgsIWnWB2yA%3d",NA,NA,NA,NA,NA,NA,0,6,31,0.00010132744075498
"506","Johns Hopkins-B (Friendzone)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=U58ZpKrDA0mMQczCzCeQDk2tHBFdilF1i1uL5BspPe4%3d",NA,NA,NA,NA,NA,NA,0,10,208,8.05763992623273e-05
"507","Pennsylvania-Johnstown-B (The Flood)","College","Men","Johnstown","PA","/teams/events/Eventteam/?TeamId=sO6H2dsUgoQrtTFAIJk%2ffsdMwPI7ZYhS%2fm3inX2rq7g%3d",NA,NA,NA,NA,NA,NA,0,6,335,6.22424634652941e-05
"508","Salisbury-B (Salisbury B)","College","Men","Salisbury","MD","/teams/events/Eventteam/?TeamId=oBFPwT%2fufh8wXb4NT8c8PZorx3%2fTJ55FLwAnHdP8um0%3d",NA,NA,NA,NA,NA,NA,2,4,368,4.79687591646588e-05
"509","Wisconsin-C (Wisconsin C)","College","Men","Madison","WI","/teams/events/Eventteam/?TeamId=1bqOaMO3m9TxbTEHu%2fscqP9mH80eH7AZoS3RigywAck%3d",NA,NA,NA,NA,NA,NA,2,10,505,3.32875175219861e-05
"510","Cal Poly Pomona-B (Quarter Pounders)","College","Men","Pomona","CA","/teams/events/Eventteam/?TeamId=QtDKXCkD6VDfdfqQiWd3%2bq%2fGVygKNbRSLKC7I299YgI%3d",NA,NA,NA,NA,NA,NA,0,5,56,3.26200081696079e-05
"511","SUNY Geneseo -B (Snail B)","College","Men","Geneseo","NY","/teams/events/Eventteam/?TeamId=F5eojmOgTc2bHw%2bwtkaUZpChCxQ95yn42m1gtQu0qKA%3d",NA,NA,NA,NA,NA,NA,2,9,421,2.50794063828812e-05
"512","Wisconsin-Milwaukee-B (BLACKOUT)","College","Men","Milwaukee","WI","/teams/events/Eventteam/?TeamId=1GlQ6CDBxTnnxbBbzbZQ%2buQDYQekd9IES%2bOBT2BXxpY%3d",NA,NA,NA,NA,NA,NA,1,11,508,1.87481435054903e-05
"513","Pacific (Grizzly)","College","Men","Forest Grove","OR","/teams/events/Eventteam/?TeamId=H9WXskEoXSDzsIPBwQVbCM%2bCoI%2b5RT06Ig%2bSEyMvYvE%3d",NA,NA,NA,NA,NA,NA,1,12,329,1.33264793417331e-05
"514","Carthage (Carthage Blitzkrieg)","College","Men","Kenosha","WI","/teams/events/Eventteam/?TeamId=LYYVLWsZTCykC9CDojhySmsI8V3HgQasF4Jnau1xrac%3d",NA,NA,NA,NA,NA,NA,0,3,79,0
"515","Florida Tech-B (MisFITs)","College","Men","Melbourne","FL","/teams/events/Eventteam/?TeamId=WbiamRtc%2bknDJR4HrrTJ522i4DjLFMQ%2faXEcv3VS1IY%3d",NA,NA,NA,NA,NA,NA,0,5,152,0
"516","Illinois-C (C-Hawks)","College","Men","Urbana","IL","/teams/events/Eventteam/?TeamId=GYfRocDptqxUC9GEHXBlDdQrGxZbuqiwTQf%2fZwSybu8%3d",NA,NA,NA,NA,NA,NA,0,6,191,0
"517","Josh Testing 5","College","Men","Springs","CO","/teams/events/Eventteam/?TeamId=OegxbD7dq7Ysk9PPmcT9WfL9ij72XrOmW1RoW92CLvo%3d",NA,NA,NA,NA,NA,NA,0,0,210,0
"518","Lewis & Clark-B (Bacchus - Developmental)","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=yo0DvoNvPPKkAibQgVTEFjpQvrcKV4Em1k8yf%2bodPqc%3d",NA,NA,NA,NA,NA,NA,0,6,227,0
"519","Montana (Smokejump)","College","Men","Missoula","MT","/teams/events/Eventteam/?TeamId=UOvzWXo5%2fy9oYdvtYtV0xMRx5yxXGXQqMMdZqv6bdl4%3d",NA,NA,NA,NA,NA,NA,1,5,277,0
"520","Ohio Valley (Scots Club Ultimate Frisbee)","College","Men","Vienna","WV","/teams/events/Eventteam/?TeamId=YBQ8truVWBmZHdVO9oYDKSMrD7P%2flDf%2bhUy%2b%2fUJ2K94%3d",NA,NA,NA,NA,NA,NA,0,7,319,0
"521","St Lawrence (Ruckus Bus)","College","Men","Canton","NY","/teams/events/Eventteam/?TeamId=6MLE0DzKFIkabUqGmgmlY3BoTc2CYtuddE5HPzkFc5U%3d",NA,NA,NA,NA,NA,NA,0,5,395,0
"522","Ursinus (Trainwreck)","College","Men","Collegeville","PA","/teams/events/Eventteam/?TeamId=%2blQa3IwSanR8EZOkq1R3aT1Pq0c3ErLsta2w5whujJk%3d",NA,NA,NA,NA,NA,NA,0,6,459,0
"523","Wooster-B (Rampant Cow)","College","Men","Wooster","OH","/teams/events/Eventteam/?TeamId=w4SRO4Kyk2rBJaEyOBtScQb6D6CgZB6tHr6mmcfkl2E%3d",NA,NA,NA,NA,NA,NA,0,6,516,0
