"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"99","San Diego State (Federalis)","College","Men","San Diego","CA","/teams/events/Eventteam/?TeamId=v27vxnLD06K9Zdl3dYivD9D1EqpkhmvgvA6iw9sreuQ%3d",126,"San Diego State",1200,"Division I","Southwest","SoCal DI",16,21,371,0.931142569519566
"100","Middlebury (Pranksters)","College","Men","Middlebury","VT","/teams/events/Eventteam/?TeamId=yz6e0bnGEiKsWKk8mx9utIqf0ouM2czoJXc7fs3gUbA%3d",75,"Middlebury",1395,"Division III","New England","North New England DIII",22,6,260,0.924384071625104
"101","Brandeis (TRON)","College","Men","Waltham","MA","/teams/events/Eventteam/?TeamId=3QA23uFobIKqzfw6jCyoVAq2qhUtheGJk6uT4a3rVJ4%3d",82,"Brandeis",1369,"Division III","New England","Metro Boston DIII",24,5,44,0.917737852032462
"102","Santa Clara (SCAB)","College","Men","Santa Clara","CA","/teams/events/Eventteam/?TeamId=kuD8fwiwJWxO5%2fAWtxW6xhgvrxELWm3Kh0ZmLLF%2bMvM%3d",91,"Santa Clara",1335,"Division I","Southwest","NorCal DI",19,12,374,0.885088624923113
"103","Indiana (HoosierMama?s)","College","Men","Bloomington","IN","/teams/events/Eventteam/?TeamId=8pyo43VxwbfKt01fdXFBacG7DUcKcVnUcTol6Hhx5iY%3d",120,"Indiana",1218,"Division I","Great Lakes","East Plains DI",17,18,197,0.856818982906571
"104","Shippensburg (Scapegoats)","College","Men","Shippensburg","PA","/teams/events/Eventteam/?TeamId=nsIr61T92ky5DFTp0s6YgrgAaFFGQOj1eJVLdg2NL4U%3d",101,"Shippensburg",1280,"Division III","Ohio Valley","West Penn DIII",27,15,377,0.846892132499709
"105","California-Santa Cruz (Slugs)","College","Men","Santa Cruz","CA","/teams/events/Eventteam/?TeamId=cfoctX7h6HnBTcJTB33HRsDBjJtFuPEwZ1Lx5PVtt80%3d",161,"California-Santa Cruz",1067,"Division I","Southwest","NorCal DI",7,17,69,0.822674673472001
"106","Luther (Lufda)","College","Men","Decorah","IA","/teams/events/Eventteam/?TeamId=wDxsfTXVmWs38BKCaBQHdzGUSPXK6FHlTVYPJIRuTrw%3d",105,"Luther",1255,"Division I","North Central","West Plains DI",23,14,234,0.785422660456471
"107","Texas State (Buckets)","College","Men","San Marcos","TX","/teams/events/Eventteam/?TeamId=yPc3fDWldCajYIbrjA6NabVBVUtoHofP48FvbJFRb7M%3d",92,"Texas State",1310,"Division I","South Central","South Texas DI",17,15,441,0.783483051703564
"108","Minnesota-Duluth (Northern Lights)","College","Men","Duluth","MN","/teams/events/Eventteam/?TeamId=mknt3Jk4UeIV4nhJKavNAAufMXjSIy1PZgopkKNE0Gg%3d",71,"Minnesota-Duluth",1399,"Division I","North Central","Northwoods DI",22,9,265,0.778122228096603
"109","UCLA (Smaug)","College","Men","Los Angeles","CA","/teams/events/Eventteam/?TeamId=xwOlIlpT7VP1mKf7dyoTZ%2fKzFIyqj6Mt%2feRLDVXm5Ac%3d",115,"UCLA",1226,"Division I","Southwest","SoCal DI",14,12,455,0.725063214926134
"110","Union (Tennessee) (Union Jaxx)","College","Men","Jackson","TN","/teams/events/Eventteam/?TeamId=VeYvdYGtwNuUJouCdTqjKy4x1B4XsltaqEPlidlJXkY%3d",136,"Union (Tennessee)",1155,"Division III","Southeast","Western Southeast DIII",19,14,456,0.724982196735736
"111","Wheaton (Illinois) (Mastodon)","College","Men","Wheaton","IL","/teams/events/Eventteam/?TeamId=jNoABSpERdFbnwfyzTzhH3Ni9EfRe2DmE8OJcOxgt5c%3d",86,"Wheaton (Illinois)",1354,"Division III","Great Lakes","Illinois DIII",22,3,492,0.711400675701537
"112","Temple (Alert)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=bynADsBIHvxtxO2hdCNxYFi%2ft%2fnSqRHoEm9DGVT2nU8%3d",103,"Temple",1269,"Division I","Ohio Valley","East Penn DI",18,18,425,0.689834324151806
"113","Texas A&M-B (Dozen Matter)","College","Men","College Station","TX","/teams/events/Eventteam/?TeamId=%2b%2bXs0wZalmdzrfBu6wIp9s%2bhlPSepktRiZVUvYs5wI4%3d",123,"Texas A&M B",1204,"Developmental","South Central","South Texas DI",19,7,436,0.689148695090997
"114","George Mason (Massacre)","College","Men","Fairfax","VA","/teams/events/Eventteam/?TeamId=N8b2QXd9Pi0a%2bsWazxdlWJrhBbQwNcijqGpmNiUKncA%3d",100,"George Mason",1281,"Division I","Atlantic Coast","Virginia DI",16,19,159,0.667853360131792
"115","Cornell (Buds)","College","Men","Ithaca","NY","/teams/events/Eventteam/?TeamId=sDD7hdoa9yAG%2fWGRunEnD3BuYHNpjkMEWM%2btyANPaQM%3d",135,"Cornell",1159,"Division I","Metro East","Western NY DI",16,16,119,0.660567575727917
"116","St John's (Saint John's Ultimate)","College","Men","Collegeville","MN","/teams/events/Eventteam/?TeamId=d%2bhiWC16Ole23Yn9DIM9LqcsyicgDbjTpKMlWLSKTUk%3d",96,"St John's",1301,"Division III","North Central","Northwoods DIII",19,7,392,0.649536355623934
"117","Carnegie Mellon (Mr. Yuk)","College","Men","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=w9j2GKeBI8jzBkwNxwATCevnsj4GfbBGz4p%2fFcczMVg%3d",108,"Carnegie Mellon",1250,"Division I","Ohio Valley","West Penn DI",21,13,78,0.639354323150723
"118","Akron (Goon Squad)","College","Men","Akron","OH","/teams/events/Eventteam/?TeamId=rFoAL46KGXy%2fSm83z1X8L0L2oytNISIYsU1DBrfmgZM%3d",106,"Akron",1253,"Division I","Ohio Valley","Ohio DI",15,11,3,0.628732603731153
"119","North Texas (UNT illeagles)","College","Men","Denton","TX","/teams/events/Eventteam/?TeamId=3TRnXf4DHTXmYmg5ubEVrWhWuSNL9fANTclqIYCkHZg%3d",164,"North Texas",1062,"Division I","South Central","North Texas DI",20,22,299,0.605979036502264
"120","Mississippi (HYDRa)","College","Men","Oxford","MS","/teams/events/Eventteam/?TeamId=0lfD2%2fhUDkHMZ7CLgGwtvX55DgFxZY3nJ0NKcpKwbMg%3d",111,"Mississippi",1238,"Division I","Southeast","Gulf Coast DI",20,16,268,0.605739443534762
"121","Humboldt State (Humboldt State Buds)","College","Men","Arcata","CA","/teams/events/Eventteam/?TeamId=ktcIqJHEUwa6ARFpvn5oGM5RIV1%2bR0ONqxVGOvaTJCk%3d",156,"Humboldt State",1083,"Division I","Southwest","NorCal DI",15,21,188,0.57759134242109
"122","Navy (Poseidon)","College","Men","Annapolis","MD","/teams/events/Eventteam/?TeamId=PKSkInPRdQb8AaTzvxXpZ%2fwpSpV2Rucp98JpzG8lFAU%3d",146,"Navy",1115,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",19,16,279,0.570198250916752
"123","San Jose State (Megabyte)","College","Men","San Jose","CA","/teams/events/Eventteam/?TeamId=OK9ukDpH4wfrLNmFs9zUaTOmwFDGgOHHrGdqxVeb65c%3d",178,"San Jose State",1013,"Division I","Southwest","NorCal DI",17,12,373,0.566877484189113
"124","Bates (Bates Orange Whip)","College","Men","Lewiston","ME","/teams/events/Eventteam/?TeamId=%2b4gm1%2bik3WlKxSF65M%2fr1MMCdydfPS9aFzpnmrJhasM%3d",143,"Bates",1134,"Division III","New England","North New England DIII",22,15,27,0.558532601336689
"125","Wisconsin-Whitewater (Sub*Par)","College","Men","Whitewater","WI","/teams/events/Eventteam/?TeamId=WLENu4moC2USmixCOwUqUUlu%2fIBkH2333zqbaOYhEKM%3d",98,"Wisconsin-Whitewater",1286,"Division I","North Central","Lake Superior DI",17,9,513,0.558085064795314
"126","Georgetown (Catholic Justice)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=xji%2fAev%2fUFxJ%2bIiurk53yZqMsyHlKb7s91MfT%2boVty8%3d",107,"Georgetown",1250,"Division I","Atlantic Coast","Colonial DI",13,16,163,0.557935007971858
"127","Bowdoin (Clown)","College","Men","Brunswick","ME","/teams/events/Eventteam/?TeamId=h71qNdruesk4kN%2bBErX6jZmlRl9QgbT7cKA4qGXwBAM%3d",130,"Bowdoin",1181,"Division III","New England","North New England DIII",17,11,40,0.555580511816233
"128","High Point (High Point University Bagheera)","College","Men","High Point","NC","/teams/events/Eventteam/?TeamId=V55BdEw6QV0qWkHBbMitCw%2bYekb4Sz%2fbdjf7QccvD7o%3d",145,"High Point",1127,"Division III","Atlantic Coast","Carolina DIII",18,16,184,0.538780265071453
"129","Delaware (Sideshow)","College","Men","Newark","DE","/teams/events/Eventteam/?TeamId=8g0aol20xh6MfcEIDy6Jh93qot7gc0uDT9Vyi120jtw%3d",122,"Delaware",1217,"Division I","Atlantic Coast","Colonial DI",14,17,128,0.528087806117674
"130","Saint Louis (Archangel)","College","Men","St. Louis","MO","/teams/events/Eventteam/?TeamId=yYSwXY2i9gEUMvYxONjJtA2kSQfNyXIuBtcSLipbums%3d",131,"Saint Louis",1177,"Division I","South Central","Ozarks DI",23,13,365,0.524720401727003
"131","Whitman (Sweets)","College","Men","Walla Walla","WA","/teams/events/Eventteam/?TeamId=pWhAvD22y8UdAprDxT%2bnE5UP4wsaapvQSmzp6kjZKSQ%3d",134,"Whitman",1163,"Division I","Northwest","Northwest DIII",17,13,494,0.521438291905219
"132","Portland (Uprise)","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=1qMSY9s2z1fz9zrsBwRnIKblujosHLq20202RDEaVwo%3d",93,"Portland",1304,"Division III","Northwest","Northwest DIII",19,8,339,0.518709319844349
"133","Wisconsin-Eau Claire (EauZone)","College","Men","Eau Claire","WI","/teams/events/Eventteam/?TeamId=oTPLE%2f13NbexIWAeKskflYxJbemze9VL4AIgqKz5pzE%3d",160,"Wisconsin-Eau Claire",1076,"Division I","North Central","Lake Superior DI",25,18,505,0.507045195278912
"134","MIT (Grim Beaver)","College","Men","Cambridge","MA","/teams/events/Eventteam/?TeamId=di88oqxrUWAbUAbWvnEIPpZ2Xt2SVeR%2fDee0nxnbHiY%3d",104,"MIT",1268,"Division I","New England","Metro Boston DI",15,7,274,0.491327396433958
"135","West Chester (West Chester A)","College","Men","West Chester","PA","/teams/events/Eventteam/?TeamId=qGw1m%2bmGzQhbZStKGvMSucQkl233rPpWNkO5AxIomDY%3d",141,"West Chester",1139,"Division I","Ohio Valley","East Penn DI",24,14,484,0.482682159405911
"136","Bentley (Icehouse)","College","Men","Waltham","MA","/teams/events/Eventteam/?TeamId=BhaUDPg1D0x2dNfCztGGCyeK1YGcbThSg9z3O9kOry8%3d",119,"Bentley",1218,"Division III","New England","Metro Boston DIII",19,9,32,0.479389331483625
"137","Alabama (Yellow Hammer)","College","Men","Tuscaloosa","AL","/teams/events/Eventteam/?TeamId=Fy7ndC0YiChGMO1BqxR7nhD2Wg3a3vBOqOPe0XaIAfs%3d",129,"Alabama",1191,"Division I","Southeast","Gulf Coast DI",20,14,7,0.47204621791472
"138","Oklahoma State (Ultimato)","College","Men","Stillwater","OK","/teams/events/Eventteam/?TeamId=j7zIHsEoSStTdnbxUMoj2qBRB3682%2fdEFH7LUnVny2k%3d",165,"Oklahoma State",1051,"Division I","South Central","Ozarks DI",13,10,322,0.457763796800804
"139","Colby (Dazzlin' Asses)","College","Men","Waterville","ME","/teams/events/Eventteam/?TeamId=HjZ%2b%2bdVJ9vz1ZSuqS1a5XAuuqk8KTANyWO9exaD6CIo%3d",207,"Colby",947,"Division III","New England","North New England DIII",5,11,103,0.455275830203135
"140","Princeton (Clockwork)","College","Men","Princeton","NJ","/teams/events/Eventteam/?TeamId=rQkIWkXQej3%2fsDUA0r9gzfBHjx0UVq0UtZvFPsdPkj0%3d",109,"Princeton",1249,"Division I","Metro East","Metro NY DI",16,12,342,0.445104469464343
"141","Kentucky (KULT)","College","Men","Lexington","KY","/teams/events/Eventteam/?TeamId=ozv8TE5l7TS1Qr30NwlnQXOp8Ye37z%2fYXzgXofX8vJA%3d",163,"Kentucky",1067,"Division I","Great Lakes","East Plains DI",14,20,216,0.440937306508685
"142","Haverford (Big Donkey Ultimate)","College","Men","Haverford","PA","/teams/events/Eventteam/?TeamId=Dfqz%2beW75o8%2bNMB02W49X8daFAhJAQ5j1zr%2fII2Js%2fg%3d",158,"Haverford",1080,"Division III","Ohio Valley","East Penn DIII",25,15,183,0.432381145783049
"143","Texas-Dallas (Woof)","College","Men","Richardson","TX","/teams/events/Eventteam/?TeamId=ZiwD8eKNnkXY5HoTiF%2bPyqsmjksh1CSMRrvkYIUdpRk%3d",167,"Texas-Dallas",1044,"Division I","South Central","North Texas DI",15,8,432,0.430859838263279
"144","Messiah (Falcons)","College","Men","Mechanicsburg","PA","/teams/events/Eventteam/?TeamId=fLROpVGomaod4oPBZWFrNpwyTjc4WjoKg3EGIc76VK4%3d",138,"Messiah",1148,"Division III","Ohio Valley","West Penn DIII",20,14,251,0.424637433566097
"145","Boston University (Boston University)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=XKo1SlHMeQz1Dqo1w9weT%2bxP9pqZFkLtwbG%2bJpWZKwo%3d",203,"Boston University",957,"Division I","New England","Metro Boston DI",9,17,39,0.424127341459276
"146","Michigan State (ARC)","College","Men","East Lansing","MI","/teams/events/Eventteam/?TeamId=BbBQpnXbg0B1Rz%2bFPbAQbk0SMuTUbz1Is3KZGfJrHvg%3d",113,"Michigan State",1237,"Division I","Great Lakes","Michigan DI",10,16,257,0.420618730574469
"147","Duke (Brimstone)","College","Men","Durham","NC","/teams/events/Eventteam/?TeamId=F5D4gEB%2b4TiO507xjaNd9Pd1PpTU7qmXdeQs47VyqQk%3d",140,"Duke",1140,"Division I","Atlantic Coast","Carolina DI",13,15,136,0.408900188603103
"148","Army (Army West Point)","College","Men","West Point","NY","/teams/events/Eventteam/?TeamId=Bpp7A%2frr05NamJReP8Fsk9NbpdsFWFTFenF9am2Z5V0%3d",153,"Army",1086,"Division III","Metro East","Hudson Valley DIII",21,9,23,0.407220517596794
"149","Colorado School of Mines (Entropy)","College","Men","Golden","CO","/teams/events/Eventteam/?TeamId=1lHNidtRY3%2fJviPrmGI5MXUTckwp3n0v9HktLJCQnQs%3d",183,"Colorado School of Mines",996,"Division III","South Central","Northern South Central DIII",13,16,110,0.40514457630502
"150","Northern Arizona (El Ponderoso)","College","Men","Flagstaff","AZ","/teams/events/Eventteam/?TeamId=gBJZqIleakKjm1D4Q66PZpwLZ9WMHqtAaJcfm8vA8dQ%3d",177,"Northern Arizona",1014,"Division I","Southwest","Desert DI",12,9,302,0.397824702682946
"151","Lewis & Clark (Bacchus )","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=MYFVLmUmE7W%2bxHrMZk27Y4oimt3x8XO%2bBVdaBvqTlLU%3d",154,"Lewis & Clark",1085,"Division III","Northwest","Northwest DIII",20,12,227,0.397049937046145
"152","New Hampshire (Granite State)","College","Men","Durham","NH","/teams/events/Eventteam/?TeamId=%2b8ai2ns211h94qsKdsCL9LwakpqRxG012zLScfgxidI%3d",159,"New Hampshire",1078,"Division I","New England","North New England DI",8,16,284,0.395515011971738
"153","Liberty (Flames)","College","Men","Lynchburg","VA","/teams/events/Eventteam/?TeamId=IMuvM5U1f%2fVlS79c%2bVlh9ET2t4hj4oSvNkENt20MJos%3d",137,"Liberty",1149,"Division I","Atlantic Coast","Virginia DI",11,16,228,0.392911314978383
"154","Cal Poly-Pomona (Cow Ultimate)","College","Men","Pomona","CA","/teams/events/Eventteam/?TeamId=gntlJzCFM1RFGts5qarwtqV04eG6eOnqTaaPolZBazo%3d",151,"Cal Poly-Pomona",1096,"Division I","Southwest","SoCal DI",15,10,53,0.386787426782437
"155","Knox (River Rats)","College","Men","Galesburg","IL","/teams/events/Eventteam/?TeamId=0qfpsFOFzBh3S7DSsowt1Yqccp4WEBMxVkkd8NI%2bCmE%3d",144,"Knox",1133,"Division III","Great Lakes","Illinois DIII",24,9,219,0.366002986237162
"156","New Mexico (HantaVirus)","College","Men","Albuquerque","NM","/teams/events/Eventteam/?TeamId=GUQvwqzLd60mtE3TU6xjCT3LmYnh0ZANB6OlaK%2b2w%2fM%3d",NA,NA,NA,NA,NA,NA,7,11,286,0.35483956421252
"157","NYU (New York Ultimate)","College","Men","New York","NY","/teams/events/Eventteam/?TeamId=aufgVHUnmlD4WTDWxCN66q%2fYdWGnWDOeeTqlsx6rNpw%3d",155,"NYU",1084,"Division I","Metro East","Metro NY DI",15,13,310,0.354130995559745
"158","Mary Washington (Mother of George)","College","Men","Fredericksburg","VA","/teams/events/Eventteam/?TeamId=tGQ766I0MMdXcqj7JLfgayaCSjaVh9xWAhzOot5T%2fj0%3d",128,"Mary Washington",1192,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",10,12,240,0.345443434767151
"159","Minnesota-B (Ugly Duckling)","College","Men","Minneapolis","MN","/teams/events/Eventteam/?TeamId=KdPKYOOWkQuYG2tVEN6Whbr6GEdTQh3ms5OG7V9U7s8%3d",132,"Minnesota B",1170,"Developmental","North Central","Northwoods DI",22,8,263,0.334560400697062
"160","Boise State (Mamu Zaldi)","College","Men","Boise","ID","/teams/events/Eventteam/?TeamId=C4FfvY85qhaiVVBVPce5HJq6DZIrnoCCVcbQTtLXzk4%3d",182,"Boise State",1004,"Division I","Northwest","Big Sky DI",8,9,35,0.329190460465812
"161","Appalachian State (Nomads)","College","Men","Boone","NC","/teams/events/Eventteam/?TeamId=kDpZlPeZtYxuEsBO2Zl6y3JXtvhWfhraWqegorg%2fy78%3d",116,"Appalachian State",1224,"Division I","Atlantic Coast","Carolina DI",14,6,13,0.328418190416914
"162","Rutgers (Machine)","College","Men","New Brunswick","NJ","/teams/events/Eventteam/?TeamId=oaXE5s9dgIUMtPdknoFWUn%2bq0TTGI4bBiJxaGp6CLvM%3d",142,"Rutgers",1136,"Division I","Metro East","Metro NY DI",13,11,363,0.324190267914101
"163","Vermont-B (Chill)","College","Men","Burlington","VT","/teams/events/Eventteam/?TeamId=8lTSOHHNMLXJZD%2bX1BUcCmIiDVs1KTP7S7xIQyrwzRg%3d",290,"Vermont B",671,"Developmental","New England","North New England Dev",11,9,465,0.317418272608635
"164","Georgia College (Disconnected)","College","Men","Milledgeville","GA","/teams/events/Eventteam/?TeamId=I7jQiLoR4Wi0nHMqyMmdZ7Ut9c4VWldLMoP2HnFxBWg%3d",150,"Georgia College",1097,"Division III","Southeast","Eastern Southeast DIII",18,12,166,0.316972287594413
"165","Elon (Elon)","College","Men","Elon","NC","/teams/events/Eventteam/?TeamId=iE5PD33%2bx1FSAMjG7nwviDW%2b%2btM1N371D0GVRySZhJk%3d",201,"Elon",959,"Division III","Atlantic Coast","Carolina DIII",9,17,141,0.312871109807013
"166","Syracuse (Doom)","College","Men","Syracuse","NY","/teams/events/Eventteam/?TeamId=9%2fr6VgQx%2b4WsZMrf0jVfiEZ5yzSzLP0UqDdsYPKD3DU%3d",217,"Syracuse",915,"Division I","Metro East","Western NY DI",18,10,423,0.312610349506998
"167","Cedarville (Swarm)","College","Men","Cedarville","OH","/teams/events/Eventteam/?TeamId=pZUIh3BT98aNKtd1u2eH%2fAsS6shGhki24vAMUVeYxAQ%3d",187,"Cedarville",990,"Division III","Ohio Valley","Ohio DIII",14,13,83,0.311907277198139
"168","Grand Valley State (Lakers)","College","Men","Allendale","MI","/teams/events/Eventteam/?TeamId=qqYPxOPF28JSoS9WiQ1wzVl53fAdOWRvB9AWaaI9EDc%3d",127,"Grand Valley State",1198,"Division I","Great Lakes","Michigan DI",16,9,176,0.308568412443933
"169","Swarthmore (Earthworms)","College","Men","Swarthmore","PA","/teams/events/Eventteam/?TeamId=c3euS7C%2blYGDGW65%2fcLH4EOG7Vcb6U1UaiZRLn27kKM%3d",185,"Swarthmore",994,"Division III","Ohio Valley","East Penn DIII",24,13,422,0.306568892036991
"170","Rhode Island  (RIUT)","College","Men","Kingston","RI","/teams/events/Eventteam/?TeamId=pfKVCQmOzQUk3sNGxA9dmXLnRiMjNYj9nRwTsnAZJj4%3d",162,"Rhode Island",1067,"Division I","New England","South New England DI",16,11,352,0.303089682820875
"171","Wentworth Institute of Technology  (Concrete Jungle)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=zmiw45DQZ0N7XzOtI0JBJFfzxiZ2bdoiu6TU60C%2f2NI%3d",195,"Wentworth Institute of Technology",970,"Division III","New England","Metro Boston DIII",14,17,481,0.300317136399116
"172","Johns Hopkins (Dangerzone)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=%2bWTF70g3CHNXwsONnrGF6kboDX8JAZQcpvfIs4yI6Oo%3d",139,"Johns Hopkins",1145,"Division I","Atlantic Coast","Colonial DI",10,16,209,0.297025461798412
"173","Marquette  (Birdhouse 2017)","College","Men","Milwaukee","WI","/teams/events/Eventteam/?TeamId=VQztMHq2ylsdj0cfLMz%2b8Hxd5w6fD8jfrUZ1o3kf0ew%3d",121,"Marquette",1217,"Division I","North Central","Lake Superior DI",20,8,238,0.295028480203776
"174","Kansas State (Wizards)","College","Men","Manhattan","KS","/teams/events/Eventteam/?TeamId=P5OopdYXgb%2bF8DQuvXVFaQf4UkDGaTG8jm4K05dE9y0%3d",206,"Kansas State",950,"Division I","South Central","Ozarks DI",15,16,212,0.295011792603285
"175","Occidental (Detox)","College","Men","Los Angeles","CA","/teams/events/Eventteam/?TeamId=ofp5lL7gSfeN9g1JMez%2bOy897NILIg3WOtfbkm6llGY%3d",173,"Occidental",1024,"Division III","Southwest","Southwest DIII",11,8,313,0.291274725102731
"176","Rice (Cloud 9)","College","Men","Houston","TX","/teams/events/Eventteam/?TeamId=8hYqMmABou0kA9%2fT%2fckGrUG9SwtGyk2eOgXawYNWgN8%3d",152,"Rice",1087,"Division III","South Central","Texas DIII",12,9,354,0.291256346643364
"177","Wisconsin-Milwaukee (Black Cat)","College","Men","Milwaukee","WI","/teams/events/Eventteam/?TeamId=JdCQeGd1ldCORa4kZ2WH27%2bwI%2bNylkCKThazWv28LgE%3d",157,"Wisconsin-Milwaukee",1082,"Division I","North Central","Lake Superior DI",13,20,508,0.290543368434691
"178","Missouri S&T (Miner Threat)","College","Men","Rolla","MO","/teams/events/Eventteam/?TeamId=TcHAao6MQG5yPY00UibMKk15AW%2fIFAf8aKNBOgxbHOY%3d",149,"Missouri S&T",1102,"Division III","South Central","Northern South Central DIII",12,12,271,0.287105392646396
"179","Alabama-Birmingham (Inferno)","College","Men","Birmingham","AL","/teams/events/Eventteam/?TeamId=fELZWpSEzioofgXJuroLaxe2iLXkCdO9BAT6owBt3gg%3d",172,"Alabama-Birmingham",1026,"Division I","Southeast","Gulf Coast DI",12,24,5,0.281029813192989
"180","Puget Sound (Postmen)","College","Men","Tacoma","WA","/teams/events/Eventteam/?TeamId=PBzY6DSk%2bsAmPy%2basFL4rFtvp4hpHOHlx402Bcyi7kM%3d",225,"Puget Sound",897,"Division III","Northwest","Northwest DIII",17,16,343,0.279071315284525
"181","Pennsylvania (Void)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=N4tGgiijID79HzFUMm1lIFGVQda%2f7PQE%2fkoOcfoL5Wk%3d",174,"Pennsylvania",1023,"Division I","Ohio Valley","East Penn DI",12,29,335,0.277795571613627
"182","American (Stall 11)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=dONAg4zdJqvI8BPsCrBe6NOvFapyugN6BIFKsKBsm0U%3d",193,"American",974,"Division I","Atlantic Coast","Colonial DI",17,13,10,0.273081140000694
"183","East Carolina (Irates)","College","Men","Greenville","NC","/teams/events/Eventteam/?TeamId=NOfaWwZo%2fsolxl%2bJB17wpFt2SiMCu0UcfzgH9uzgM3c%3d",205,"East Carolina",955,"Division I","Atlantic Coast","Carolina DI",10,20,137,0.271411270070944
"184","Whitworth (Bangarang)","College","Men","Spokane","WA","/teams/events/Eventteam/?TeamId=%2bo7T%2bg%2bWJM9CdQOcV3g4IntHeMQ%2fURW5vuDq5QDXRj4%3d",176,"Whitworth",1014,"Division III","Northwest","Northwest DIII",19,9,495,0.266721772057126
"185","Texas Christian (High Noon)","College","Men","Fort Worth","TX","/teams/events/Eventteam/?TeamId=E1MLj45mT5byioM1EbTrgFLod4zfur%2bDg%2fvfUUZgcAs%3d",209,"Texas Christian",942,"Division I","South Central","North Texas DI",17,11,439,0.266039119130001
"186","Mississippi State (Dark Horse)","College","Men","Starkville","MS","/teams/events/Eventteam/?TeamId=AkNJpncB8StV46G%2femh%2fscGD1isVYQvkdD%2bXZT7qvao%3d",188,"Mississippi State",990,"Division I","Southeast","Gulf Coast DI",20,18,269,0.265492347851038
"187","SUNY-Geneseo (Snail)","College","Men","Geneseo","NY","/teams/events/Eventteam/?TeamId=F%2fkgCShzg8avSa7p97Y%2f1BNi4v3yLDeWlOAED7Y47ws%3d",190,"SUNY-Geneseo",983,"Division III","Metro East","Western NY DIII",22,6,416,0.264679214874281
"188","Missouri (Missouri)","College","Men","Columbia","MO","/teams/events/Eventteam/?TeamId=M%2bqHPpOv2pFU1Pv6eNc78su%2fqhLDJy3Yu%2fqCxPLNXs0%3d",166,"Missouri",1044,"Division I","South Central","Ozarks DI",15,16,270,0.253972298400819
"189","Pittsburgh-B (En Sabah Nur-B)","College","Men","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=E5Kfa6ICgOTCiFic4z5LbfkcOvtDj5nOKq%2fC9%2fE10Hc%3d",180,"Pittsburgh B",1009,"Developmental","Ohio Valley","Ohio Valley Dev",24,9,337,0.244164598132644
"190","Macalester (Blue Monkeys)","College","Men","St. Paul","MN","/teams/events/Eventteam/?TeamId=RRzpGAIvjSft8vP8JrbFkw%2fndEV%2b4FDGh%2fFCgGWFqq0%3d",179,"Macalester",1011,"Division III","North Central","Northwoods DIII",17,8,235,0.237049910894255
"191","Truman State (JujiTSU )","College","Men","Kirksville","MO","/teams/events/Eventteam/?TeamId=%2f9JHI%2bPjMnwM2z4xVzwmM4jInsNBCYWc8G7tdyqFBoY%3d",222,"Truman State",898,"Division III","South Central","Northern South Central DIII",12,18,449,0.236780092631338
"192","Georgia State (Underground)","College","Men","Atlanta","GA","/teams/events/Eventteam/?TeamId=0JsYDH5zmHzNn%2b9do%2bb53vhchcW5HfS2Ud03Rc7uG2c%3d",212,"Georgia State",929,"Division I","Southeast","Southern Appalachian DI",13,22,169,0.236527987529662
"193","Washington State (Suspicious Package)","College","Men","Pullman","WA","/teams/events/Eventteam/?TeamId=K5zpnfLtY1aMUku2Wn00vToHKNtXxyYqTyUw77kMi6A%3d",243,"Washington State",821,"Division I","Northwest","Big Sky DI",13,14,478,0.234355340983434
"194","Hamilton (Hot Saucers)","College","Men","Clinton","NY","/teams/events/Eventteam/?TeamId=oa8c9BZYb6LwyanJknMoscFGDVtThx5FUArLbkDGITg%3d",148,"Hamilton",1113,"Division III","Metro East","Western NY DIII",13,5,178,0.229537155481315
"195","SUNY-Albany (SCAM)","College","Men","Albany","NY","/teams/events/Eventteam/?TeamId=f243f1wotbGV6h%2bqxtUOUDTk5ad8uWJSJnigT7XyKes%3d",133,"SUNY-Albany",1167,"Division I","Metro East","Hudson Valley DI",16,11,408,0.221285402278401
"196","SUNY-Buffalo (Green Eggs and Ham)","College","Men","Buffalo","NY","/teams/events/Eventteam/?TeamId=rYQUJ9LMmkRVQuXI9IK8NdnVDRRM%2bdvb9ltOj41W%2bfM%3d",168,"SUNY-Buffalo",1040,"Division I","Metro East","Western NY DI",9,15,413,0.219584473964442
"197","Las Positas (Hawks)","College","Men","Livermore","CA","/teams/events/Eventteam/?TeamId=L4lir6KToi%2ff2%2bXz%2biurt0%2bI92BijdCI1T0tIBi8lJ0%3d",199,"Las Positas",961,"Division I","Southwest","NorCal DI",5,6,221,0.218916369960278
