"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"490","Nebraska-Omaha (UNO)","College","Men","Omaha","NE","/teams/events/Eventteam/?TeamId=6tUnCbHkQHgfKnxBkGh0HqhZZ3TQbw9yCl%2buOLkuN3k%3d",324,"Nebraska-Omaha",580,"Division I","North Central","West Plains DI",2,11,280,0.000528638005700172
"491","Wisconsin-Oshkosh (UFO)","College","Men","Oshkosh","WI","/teams/events/Eventteam/?TeamId=hSxywa4w2IZhHDnio1zeAwu4wGtbgZGNtvz9L9u0NVg%3d",469,"Wisconsin-Oshkosh",-311,"Division I","North Central","Lake Superior DI",5,14,509,0.000404881717751725
"492","Chicago-B (Hedonism Bots)","College","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=8eirqmxV6GH5splsVBU%2b2ZklpQhQeWpCOYtAbqMxjs4%3d",436,"Chicago B",4,"Developmental","Great Lakes","Great Lakes Dev",1,10,90,0.000392940191348127
"493","Penn State Altoona (Mighty Hucks of Toon Town)","College","Men","Altoona","PA","/teams/events/Eventteam/?TeamId=Xidw2UlwFLIN%2bEiRwQ0r4bloiapta8KphabPGCUW1ns%3d",441,"Penn State Altoona",-20,"Division III","Ohio Valley","West Penn DIII",2,9,332,0.000378430349125923
"494","Towson -B (Bamboozle)","College","Men","Towson","MD","/teams/events/Eventteam/?TeamId=doJVPuw4ncWvqNVKKFlQNXsCL9mZi01dffyzaFYL9eg%3d",476,"Towson  B",-586,"Developmental","Atlantic Coast","Colonial Dev",2,20,445,0.000375117735080518
"495","Rensselaer Polytech (Trudge B)","College","Men","Troy","NY","/teams/events/Eventteam/?TeamId=Fdj9FrMnVTry%2fMC9cYKM3thmHrKSVmNxqCFfiiy0fWg%3d",446,"Rensselaer Polytech",-50,"Developmental","Metro East","Metro East Dev",3,3,349,0.000349756120558941
"496","Goucher (Guilty Swallows)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=5bE7fpYJK%2bbxVgVaiFhii%2bFzwkdDJCqEcmU9DrfrCnM%3d",445,"Goucher",-40,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",6,11,174,0.000340583213032667
"497","George Mason-B (Mason Meltdown)","College","Men","Fairfax","VA","/teams/events/Eventteam/?TeamId=vL3RkZ5KV45kfykVt%2bGWHPyKzMY6JBi%2fsEIof58uk1U%3d",448,"George Mason B",-77,"Developmental","Atlantic Coast","Virginia Dev",7,16,158,0.000320806505930882
"498","SUNY-Albany-B (SCAM)","College","Men","Albany","NY","/teams/events/Eventteam/?TeamId=%2fp%2bB9cO5jOSMyILWyXJsPIkFGTgc%2bs%2fHngKPnJ8Epio%3d",464,"SUNY-Albany B",-272,"Developmental","Metro East","Metro East Dev",3,9,407,0.000291385214901854
"499","St Mary's (Maryland) (SMUT)","College","Men","St. Marys City","MD","/teams/events/Eventteam/?TeamId=zaVrt8oIaDb7%2b0v7bdCm2aFCTPDVnPrqimjUIAIGaqo%3d",432,"St Mary's (Maryland)",14,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",3,8,395,0.000240187364071993
"500","Texas State -B (Texas State )","College","Men","San Marcos","TX","/teams/events/Eventteam/?TeamId=WY%2fa8R7FO6xr6OOinuoJrpeAqb%2b3aX%2bBoJ%2bgPpmCkt4%3d",461,"Texas State  B",-228,"Division I","South Central","South Texas DI",0,17,440,0.000238650234623956
"501","Wisconsin-River Falls (Gyrfalcons)","College","Men","River Falls","WI","/teams/events/Eventteam/?TeamId=r9HAlh%2f0iQFhuSmUA%2boSrejXLigbzcs9%2b7WRTUJjm4A%3d",458,"Wisconsin-River Falls",-180,"Division III","North Central","Lake Superior DIII",1,6,511,0.000238384222373727
"502","Bentley-B (Icehouse Light)","College","Men","Waltham","MA","/teams/events/Eventteam/?TeamId=85WQFwh%2fh0%2fKT1Xmtd%2bgmqAAuWj9PrYBhgsIWnWB2yA%3d",NA,NA,NA,NA,NA,NA,0,6,31,0.000175333139194532
"503","Kettering (Bulldogs)","College","Men","Flint","MI","/teams/events/Eventteam/?TeamId=5JqjB%2fCQaO6J3ZLE3ogSQGkskAJxGUGoEGvPwwWCuYo%3d",NA,NA,NA,NA,NA,NA,1,1,218,0.000160644289266535
"504","Brandeis-B (MegaTRON)","College","Men","Waltham","MA","/teams/events/Eventteam/?TeamId=KOUEUXJ0repZIIidbUw%2bx9x5ZWMGGLGsLqX71foDWyQ%3d",NA,NA,NA,NA,NA,NA,1,5,43,0.000146235416535268
"505","Minnesota-C (Rubber Ducky)","College","Men","Minneapolis","MN","/teams/events/Eventteam/?TeamId=RMTHyuSPy12KcDehn3oqleKxKttzs7Its5RcObFU3wI%3d",410,"Minnesota C",192,"Developmental","North Central","Northwoods DI",0,10,264,0.000131087628030195
"506","Johns Hopkins-B (Friendzone)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=U58ZpKrDA0mMQczCzCeQDk2tHBFdilF1i1uL5BspPe4%3d",NA,NA,NA,NA,NA,NA,0,10,208,6.56764226835496e-05
"507","Pennsylvania-Johnstown-B (The Flood)","College","Men","Johnstown","PA","/teams/events/Eventteam/?TeamId=sO6H2dsUgoQrtTFAIJk%2ffsdMwPI7ZYhS%2fm3inX2rq7g%3d",NA,NA,NA,NA,NA,NA,0,6,334,6.03527107410795e-05
"508","Salisbury-B (Salisbury B)","College","Men","Salisbury","MD","/teams/events/Eventteam/?TeamId=oBFPwT%2fufh8wXb4NT8c8PZorx3%2fTJ55FLwAnHdP8um0%3d",NA,NA,NA,NA,NA,NA,2,4,367,3.54276726125677e-05
"509","Cal Poly Pomona-B (Quarter Pounders)","College","Men","Pomona","CA","/teams/events/Eventteam/?TeamId=QtDKXCkD6VDfdfqQiWd3%2bq%2fGVygKNbRSLKC7I299YgI%3d",460,"Cal Poly Pomona B",-183,"Developmental","Southwest","Southwest Dev",0,5,56,3.04696801607252e-05
"510","SUNY Geneseo -B (Snail B)","College","Men","Geneseo","NY","/teams/events/Eventteam/?TeamId=F5eojmOgTc2bHw%2bwtkaUZpChCxQ95yn42m1gtQu0qKA%3d",474,"SUNY Geneseo  B",-509,"Developmental","Metro East","Metro East Dev",2,9,420,2.76831597936214e-05
"511","Wisconsin-C (Wisconsin C)","College","Men","Madison","WI","/teams/events/Eventteam/?TeamId=1bqOaMO3m9TxbTEHu%2fscqP9mH80eH7AZoS3RigywAck%3d",466,"Wisconsin C",-284,"Developmental","North Central","North Central Dev",2,10,504,2.67286963302996e-05
"512","Wisconsin-Milwaukee-B (BLACKOUT)","College","Men","Milwaukee","WI","/teams/events/Eventteam/?TeamId=1GlQ6CDBxTnnxbBbzbZQ%2buQDYQekd9IES%2bOBT2BXxpY%3d",470,"Wisconsin-Milwaukee B",-329,"Developmental","North Central","North Central Dev",1,11,507,1.50540933354561e-05
"513","Pacific (Grizzly)","College","Men","Forest Grove","OR","/teams/events/Eventteam/?TeamId=H9WXskEoXSDzsIPBwQVbCM%2bCoI%2b5RT06Ig%2bSEyMvYvE%3d",465,"Pacific",-274,"Division III","Northwest","Northwest DIII",1,12,328,1.25907308128945e-05
"514","Carthage (Carthage Blitzkrieg)","College","Men","Kenosha","WI","/teams/events/Eventteam/?TeamId=LYYVLWsZTCykC9CDojhySmsI8V3HgQasF4Jnau1xrac%3d",NA,NA,NA,NA,NA,NA,0,3,79,0
"515","Florida Tech-B (MisFITs)","College","Men","Melbourne","FL","/teams/events/Eventteam/?TeamId=WbiamRtc%2bknDJR4HrrTJ522i4DjLFMQ%2faXEcv3VS1IY%3d",453,"Florida Tech B",-121,"Developmental","Southeast","Southeast Dev",0,5,152,0
"516","Illinois-C (C-Hawks)","College","Men","Urbana","IL","/teams/events/Eventteam/?TeamId=GYfRocDptqxUC9GEHXBlDdQrGxZbuqiwTQf%2fZwSybu8%3d",479,"Illinois C",-781,"Developmental","Great Lakes","Great Lakes Dev",0,6,191,0
"517","Lewis & Clark-B (Bacchus - Developmental)","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=yo0DvoNvPPKkAibQgVTEFjpQvrcKV4Em1k8yf%2bodPqc%3d",480,"Lewis & Clark B",-874,"Developmental","Northwest","Northwest Dev",0,6,226,0
"518","Montana (Smokejump)","College","Men","Missoula","MT","/teams/events/Eventteam/?TeamId=UOvzWXo5%2fy9oYdvtYtV0xMRx5yxXGXQqMMdZqv6bdl4%3d",NA,NA,NA,NA,NA,NA,1,5,276,0
"519","Ohio Valley (Scots Club Ultimate Frisbee)","College","Men","Vienna","WV","/teams/events/Eventteam/?TeamId=YBQ8truVWBmZHdVO9oYDKSMrD7P%2flDf%2bhUy%2b%2fUJ2K94%3d",403,"Ohio Valley",231,"Division III","Ohio Valley","West Penn DIII",0,7,318,0
"520","St Lawrence (Ruckus Bus)","College","Men","Canton","NY","/teams/events/Eventteam/?TeamId=6MLE0DzKFIkabUqGmgmlY3BoTc2CYtuddE5HPzkFc5U%3d",481,"St Lawrence",-1109,"Division III","Metro East","Western NY DIII",0,5,394,0
"521","Ursinus (Trainwreck)","College","Men","Collegeville","PA","/teams/events/Eventteam/?TeamId=%2blQa3IwSanR8EZOkq1R3aT1Pq0c3ErLsta2w5whujJk%3d",408,"Ursinus",213,"Division III","Ohio Valley","East Penn DIII",0,6,458,0
"522","Wooster-B (Rampant Cow)","College","Men","Wooster","OH","/teams/events/Eventteam/?TeamId=w4SRO4Kyk2rBJaEyOBtScQb6D6CgZB6tHr6mmcfkl2E%3d",456,"Wooster B",-133,"Developmental","Ohio Valley","Ohio Dev",0,6,515,0
