"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"99","Kansas (Horrorzontals)","College","Men","Lawrence","KS","/teams/events/Eventteam/?TeamId=mG6r0IFBBINa1CWp6WYLqabhTfLymvFKW38SQ70yvbo%3d",124,"Kansas",1203,"Division I","South Central","Ozarks DI",19,23,211,0.871058898527004
"100","Santa Clara (SCAB)","College","Men","Santa Clara","CA","/teams/events/Eventteam/?TeamId=kuD8fwiwJWxO5%2fAWtxW6xhgvrxELWm3Kh0ZmLLF%2bMvM%3d",91,"Santa Clara",1335,"Division I","Southwest","NorCal DI",19,12,374,0.855397626385686
"101","Ohio (Ohio University)","College","Men","Athens","OH","/teams/events/Eventteam/?TeamId=yvALNJM8UDVgQgNrIKg0kyVhfNPXOa%2bQZ1FZnwAMt%2bw%3d",102,"Ohio",1270,"Division I","Ohio Valley","Ohio DI",20,10,314,0.811413155695624
"102","Indiana (HoosierMama?s)","College","Men","Bloomington","IN","/teams/events/Eventteam/?TeamId=8pyo43VxwbfKt01fdXFBacG7DUcKcVnUcTol6Hhx5iY%3d",120,"Indiana",1218,"Division I","Great Lakes","East Plains DI",17,18,197,0.793067529188243
"103","California-Santa Cruz (Slugs)","College","Men","Santa Cruz","CA","/teams/events/Eventteam/?TeamId=cfoctX7h6HnBTcJTB33HRsDBjJtFuPEwZ1Lx5PVtt80%3d",161,"California-Santa Cruz",1067,"Division I","Southwest","NorCal DI",7,17,69,0.774175325003818
"104","Luther (Lufda)","College","Men","Decorah","IA","/teams/events/Eventteam/?TeamId=wDxsfTXVmWs38BKCaBQHdzGUSPXK6FHlTVYPJIRuTrw%3d",105,"Luther",1255,"Division I","North Central","West Plains DI",23,14,234,0.750704876668944
"105","Minnesota-Duluth (Northern Lights)","College","Men","Duluth","MN","/teams/events/Eventteam/?TeamId=mknt3Jk4UeIV4nhJKavNAAufMXjSIy1PZgopkKNE0Gg%3d",71,"Minnesota-Duluth",1399,"Division I","North Central","Northwoods DI",22,9,265,0.745188825911581
"106","Union (Tennessee) (Union Jaxx)","College","Men","Jackson","TN","/teams/events/Eventteam/?TeamId=VeYvdYGtwNuUJouCdTqjKy4x1B4XsltaqEPlidlJXkY%3d",136,"Union (Tennessee)",1155,"Division III","Southeast","Western Southeast DIII",19,14,456,0.730435276736721
"107","Shippensburg (Scapegoats)","College","Men","Shippensburg","PA","/teams/events/Eventteam/?TeamId=nsIr61T92ky5DFTp0s6YgrgAaFFGQOj1eJVLdg2NL4U%3d",101,"Shippensburg",1280,"Division III","Ohio Valley","West Penn DIII",27,15,377,0.724500030308501
"108","Texas State (Buckets)","College","Men","San Marcos","TX","/teams/events/Eventteam/?TeamId=yPc3fDWldCajYIbrjA6NabVBVUtoHofP48FvbJFRb7M%3d",92,"Texas State",1310,"Division I","South Central","South Texas DI",17,15,441,0.718946689775323
"109","Wheaton (Illinois) (Mastodon)","College","Men","Wheaton","IL","/teams/events/Eventteam/?TeamId=jNoABSpERdFbnwfyzTzhH3Ni9EfRe2DmE8OJcOxgt5c%3d",86,"Wheaton (Illinois)",1354,"Division III","Great Lakes","Illinois DIII",24,5,492,0.698605697748576
"110","UCLA (Smaug)","College","Men","Los Angeles","CA","/teams/events/Eventteam/?TeamId=xwOlIlpT7VP1mKf7dyoTZ%2fKzFIyqj6Mt%2feRLDVXm5Ac%3d",115,"UCLA",1226,"Division I","Southwest","SoCal DI",14,12,455,0.685523944659837
"111","Brandeis (TRON)","College","Men","Waltham","MA","/teams/events/Eventteam/?TeamId=3QA23uFobIKqzfw6jCyoVAq2qhUtheGJk6uT4a3rVJ4%3d",82,"Brandeis",1369,"Division III","New England","Metro Boston DIII",24,5,44,0.671366264053555
"112","Temple (Alert)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=bynADsBIHvxtxO2hdCNxYFi%2ft%2fnSqRHoEm9DGVT2nU8%3d",103,"Temple",1269,"Division I","Ohio Valley","East Penn DI",18,18,425,0.631707875386915
"113","Texas A&M-B (Dozen Matter)","College","Men","College Station","TX","/teams/events/Eventteam/?TeamId=%2b%2bXs0wZalmdzrfBu6wIp9s%2bhlPSepktRiZVUvYs5wI4%3d",123,"Texas A&M B",1204,"Developmental","South Central","South Texas DI",19,7,436,0.623284989224197
"114","Middlebury (Pranksters)","College","Men","Middlebury","VT","/teams/events/Eventteam/?TeamId=yz6e0bnGEiKsWKk8mx9utIqf0ouM2czoJXc7fs3gUbA%3d",75,"Middlebury",1395,"Division III","New England","North New England DIII",22,7,260,0.609574411525027
"115","George Mason (Massacre)","College","Men","Fairfax","VA","/teams/events/Eventteam/?TeamId=N8b2QXd9Pi0a%2bsWazxdlWJrhBbQwNcijqGpmNiUKncA%3d",100,"George Mason",1281,"Division I","Atlantic Coast","Virginia DI",16,19,159,0.607176396903424
"116","Cornell (Buds)","College","Men","Ithaca","NY","/teams/events/Eventteam/?TeamId=sDD7hdoa9yAG%2fWGRunEnD3BuYHNpjkMEWM%2btyANPaQM%3d",135,"Cornell",1159,"Division I","Metro East","Western NY DI",16,16,119,0.592354348229961
"117","North Texas (UNT illeagles)","College","Men","Denton","TX","/teams/events/Eventteam/?TeamId=3TRnXf4DHTXmYmg5ubEVrWhWuSNL9fANTclqIYCkHZg%3d",164,"North Texas",1062,"Division I","South Central","North Texas DI",20,22,299,0.587870209119896
"118","Humboldt State (Humboldt State Buds)","College","Men","Arcata","CA","/teams/events/Eventteam/?TeamId=ktcIqJHEUwa6ARFpvn5oGM5RIV1%2bR0ONqxVGOvaTJCk%3d",156,"Humboldt State",1083,"Division I","Southwest","NorCal DI",15,21,188,0.576540420916211
"119","Akron (Goon Squad)","College","Men","Akron","OH","/teams/events/Eventteam/?TeamId=rFoAL46KGXy%2fSm83z1X8L0L2oytNISIYsU1DBrfmgZM%3d",106,"Akron",1253,"Division I","Ohio Valley","Ohio DI",15,11,3,0.568898703640194
"120","Occidental (Detox)","College","Men","Los Angeles","CA","/teams/events/Eventteam/?TeamId=ofp5lL7gSfeN9g1JMez%2bOy897NILIg3WOtfbkm6llGY%3d",173,"Occidental",1024,"Division III","Southwest","Southwest DIII",14,10,313,0.567682062325799
"121","Mississippi (HYDRa)","College","Men","Oxford","MS","/teams/events/Eventteam/?TeamId=0lfD2%2fhUDkHMZ7CLgGwtvX55DgFxZY3nJ0NKcpKwbMg%3d",111,"Mississippi",1238,"Division I","Southeast","Gulf Coast DI",20,16,268,0.567325373135003
"122","Whitman (Sweets)","College","Men","Walla Walla","WA","/teams/events/Eventteam/?TeamId=pWhAvD22y8UdAprDxT%2bnE5UP4wsaapvQSmzp6kjZKSQ%3d",134,"Whitman",1163,"Division I","Northwest","Northwest DIII",18,13,494,0.558696147154896
"123","Wisconsin-Whitewater (Sub*Par)","College","Men","Whitewater","WI","/teams/events/Eventteam/?TeamId=WLENu4moC2USmixCOwUqUUlu%2fIBkH2333zqbaOYhEKM%3d",98,"Wisconsin-Whitewater",1286,"Division I","North Central","Lake Superior DI",17,9,513,0.551206447850338
"124","San Jose State (Megabyte)","College","Men","San Jose","CA","/teams/events/Eventteam/?TeamId=OK9ukDpH4wfrLNmFs9zUaTOmwFDGgOHHrGdqxVeb65c%3d",178,"San Jose State",1013,"Division I","Southwest","NorCal DI",17,12,373,0.549468273878108
"125","Portland (Uprise)","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=1qMSY9s2z1fz9zrsBwRnIKblujosHLq20202RDEaVwo%3d",93,"Portland",1304,"Division III","Northwest","Northwest DIII",20,12,339,0.534123260878921
"126","Carnegie Mellon (Mr. Yuk)","College","Men","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=w9j2GKeBI8jzBkwNxwATCevnsj4GfbBGz4p%2fFcczMVg%3d",108,"Carnegie Mellon",1250,"Division I","Ohio Valley","West Penn DI",21,13,78,0.531286517921844
"127","Navy (Poseidon)","College","Men","Annapolis","MD","/teams/events/Eventteam/?TeamId=PKSkInPRdQb8AaTzvxXpZ%2fwpSpV2Rucp98JpzG8lFAU%3d",146,"Navy",1115,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",19,16,279,0.509226135173341
"128","Georgetown (Catholic Justice)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=xji%2fAev%2fUFxJ%2bIiurk53yZqMsyHlKb7s91MfT%2boVty8%3d",107,"Georgetown",1250,"Division I","Atlantic Coast","Colonial DI",13,16,163,0.501707738760785
"129","High Point (High Point University Bagheera)","College","Men","High Point","NC","/teams/events/Eventteam/?TeamId=V55BdEw6QV0qWkHBbMitCw%2bYekb4Sz%2fbdjf7QccvD7o%3d",145,"High Point",1127,"Division III","Atlantic Coast","Carolina DIII",18,16,184,0.482823657410082
"130","Wisconsin-Eau Claire (EauZone)","College","Men","Eau Claire","WI","/teams/events/Eventteam/?TeamId=oTPLE%2f13NbexIWAeKskflYxJbemze9VL4AIgqKz5pzE%3d",160,"Wisconsin-Eau Claire",1076,"Division I","North Central","Lake Superior DI",25,18,505,0.474830821254543
"131","Saint Louis (Archangel)","College","Men","St. Louis","MO","/teams/events/Eventteam/?TeamId=yYSwXY2i9gEUMvYxONjJtA2kSQfNyXIuBtcSLipbums%3d",131,"Saint Louis",1177,"Division I","South Central","Ozarks DI",23,13,365,0.467798815869171
"132","Delaware (Sideshow)","College","Men","Newark","DE","/teams/events/Eventteam/?TeamId=8g0aol20xh6MfcEIDy6Jh93qot7gc0uDT9Vyi120jtw%3d",122,"Delaware",1217,"Division I","Atlantic Coast","Colonial DI",14,17,128,0.46442862655321
"133","Rice (Cloud 9)","College","Men","Houston","TX","/teams/events/Eventteam/?TeamId=8hYqMmABou0kA9%2fT%2fckGrUG9SwtGyk2eOgXawYNWgN8%3d",152,"Rice",1087,"Division III","South Central","Texas DIII",14,9,354,0.461119120408104
"134","Army (Army West Point)","College","Men","West Point","NY","/teams/events/Eventteam/?TeamId=Bpp7A%2frr05NamJReP8Fsk9NbpdsFWFTFenF9am2Z5V0%3d",153,"Army",1086,"Division III","Metro East","Hudson Valley DIII",23,13,23,0.450698156883738
"135","Alabama (Yellow Hammer)","College","Men","Tuscaloosa","AL","/teams/events/Eventteam/?TeamId=Fy7ndC0YiChGMO1BqxR7nhD2Wg3a3vBOqOPe0XaIAfs%3d",129,"Alabama",1191,"Division I","Southeast","Gulf Coast DI",20,14,7,0.446324411761249
"136","MIT (Grim Beaver)","College","Men","Cambridge","MA","/teams/events/Eventteam/?TeamId=di88oqxrUWAbUAbWvnEIPpZ2Xt2SVeR%2fDee0nxnbHiY%3d",104,"MIT",1268,"Division I","New England","Metro Boston DI",15,7,274,0.441715760652733
"137","Oklahoma State (Ultimato)","College","Men","Stillwater","OK","/teams/events/Eventteam/?TeamId=j7zIHsEoSStTdnbxUMoj2qBRB3682%2fdEFH7LUnVny2k%3d",165,"Oklahoma State",1051,"Division I","South Central","Ozarks DI",13,10,322,0.438861796082581
"138","West Chester (West Chester A)","College","Men","West Chester","PA","/teams/events/Eventteam/?TeamId=qGw1m%2bmGzQhbZStKGvMSucQkl233rPpWNkO5AxIomDY%3d",141,"West Chester",1139,"Division I","Ohio Valley","East Penn DI",24,14,484,0.432101345212501
"139","Texas-Dallas (Woof)","College","Men","Richardson","TX","/teams/events/Eventteam/?TeamId=ZiwD8eKNnkXY5HoTiF%2bPyqsmjksh1CSMRrvkYIUdpRk%3d",167,"Texas-Dallas",1044,"Division I","South Central","North Texas DI",15,8,432,0.42350479521756
"140","Princeton (Clockwork)","College","Men","Princeton","NJ","/teams/events/Eventteam/?TeamId=rQkIWkXQej3%2fsDUA0r9gzfBHjx0UVq0UtZvFPsdPkj0%3d",109,"Princeton",1249,"Division I","Metro East","Metro NY DI",16,12,342,0.402892243714524
"141","Kentucky (KULT)","College","Men","Lexington","KY","/teams/events/Eventteam/?TeamId=ozv8TE5l7TS1Qr30NwlnQXOp8Ye37z%2fYXzgXofX8vJA%3d",163,"Kentucky",1067,"Division I","Great Lakes","East Plains DI",14,20,216,0.402248873721861
"142","Northern Arizona (El Ponderoso)","College","Men","Flagstaff","AZ","/teams/events/Eventteam/?TeamId=gBJZqIleakKjm1D4Q66PZpwLZ9WMHqtAaJcfm8vA8dQ%3d",177,"Northern Arizona",1014,"Division I","Southwest","Desert DI",12,9,302,0.39554851118859
"143","Duke (Brimstone)","College","Men","Durham","NC","/teams/events/Eventteam/?TeamId=F5D4gEB%2b4TiO507xjaNd9Pd1PpTU7qmXdeQs47VyqQk%3d",140,"Duke",1140,"Division I","Atlantic Coast","Carolina DI",13,15,136,0.394474416042083
"144","Lewis & Clark (Bacchus )","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=MYFVLmUmE7W%2bxHrMZk27Y4oimt3x8XO%2bBVdaBvqTlLU%3d",154,"Lewis & Clark",1085,"Division III","Northwest","Northwest DIII",20,12,227,0.392647088093006
"145","Cal Poly-Pomona (Cow Ultimate)","College","Men","Pomona","CA","/teams/events/Eventteam/?TeamId=gntlJzCFM1RFGts5qarwtqV04eG6eOnqTaaPolZBazo%3d",151,"Cal Poly-Pomona",1096,"Division I","Southwest","SoCal DI",15,10,53,0.389253256680369
"146","Boston University (Boston University)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=XKo1SlHMeQz1Dqo1w9weT%2bxP9pqZFkLtwbG%2bJpWZKwo%3d",203,"Boston University",957,"Division I","New England","Metro Boston DI",9,17,39,0.38743887932559
"147","Colorado School of Mines (Entropy)","College","Men","Golden","CO","/teams/events/Eventteam/?TeamId=1lHNidtRY3%2fJviPrmGI5MXUTckwp3n0v9HktLJCQnQs%3d",183,"Colorado School of Mines",996,"Division III","South Central","Northern South Central DIII",13,16,110,0.386895646172705
"148","Messiah (Falcons)","College","Men","Mechanicsburg","PA","/teams/events/Eventteam/?TeamId=fLROpVGomaod4oPBZWFrNpwyTjc4WjoKg3EGIc76VK4%3d",138,"Messiah",1148,"Division III","Ohio Valley","West Penn DIII",20,14,251,0.386461214089302
"149","Haverford (Big Donkey Ultimate)","College","Men","Haverford","PA","/teams/events/Eventteam/?TeamId=Dfqz%2beW75o8%2bNMB02W49X8daFAhJAQ5j1zr%2fII2Js%2fg%3d",158,"Haverford",1080,"Division III","Ohio Valley","East Penn DIII",25,15,183,0.378108890604638
"150","Michigan State (ARC)","College","Men","East Lansing","MI","/teams/events/Eventteam/?TeamId=BbBQpnXbg0B1Rz%2bFPbAQbk0SMuTUbz1Is3KZGfJrHvg%3d",113,"Michigan State",1237,"Division I","Great Lakes","Michigan DI",10,16,257,0.377968314712469
"151","Liberty (Flames)","College","Men","Lynchburg","VA","/teams/events/Eventteam/?TeamId=IMuvM5U1f%2fVlS79c%2bVlh9ET2t4hj4oSvNkENt20MJos%3d",137,"Liberty",1149,"Division I","Atlantic Coast","Virginia DI",11,16,228,0.360912673321424
"152","New Hampshire (Granite State)","College","Men","Durham","NH","/teams/events/Eventteam/?TeamId=%2b8ai2ns211h94qsKdsCL9LwakpqRxG012zLScfgxidI%3d",159,"New Hampshire",1078,"Division I","New England","North New England DI",8,16,284,0.36021220069579
"153","Bates (Bates Orange Whip)","College","Men","Lewiston","ME","/teams/events/Eventteam/?TeamId=%2b4gm1%2bik3WlKxSF65M%2fr1MMCdydfPS9aFzpnmrJhasM%3d",143,"Bates",1134,"Division III","New England","North New England DIII",22,15,27,0.352530862271928
"154","New Mexico (HantaVirus)","College","Men","Albuquerque","NM","/teams/events/Eventteam/?TeamId=GUQvwqzLd60mtE3TU6xjCT3LmYnh0ZANB6OlaK%2b2w%2fM%3d",NA,NA,NA,NA,NA,NA,7,11,286,0.351796194309783
"155","Bentley (Icehouse)","College","Men","Waltham","MA","/teams/events/Eventteam/?TeamId=BhaUDPg1D0x2dNfCztGGCyeK1YGcbThSg9z3O9kOry8%3d",119,"Bentley",1218,"Division III","New England","Metro Boston DIII",19,9,32,0.34514365879035
"156","Bowdoin (Clown)","College","Men","Brunswick","ME","/teams/events/Eventteam/?TeamId=h71qNdruesk4kN%2bBErX6jZmlRl9QgbT7cKA4qGXwBAM%3d",130,"Bowdoin",1181,"Division III","New England","North New England DIII",17,11,40,0.33517661220697
"157","Knox (River Rats)","College","Men","Galesburg","IL","/teams/events/Eventteam/?TeamId=0qfpsFOFzBh3S7DSsowt1Yqccp4WEBMxVkkd8NI%2bCmE%3d",144,"Knox",1133,"Division III","Great Lakes","Illinois DIII",24,9,219,0.327880097907492
"158","NYU (New York Ultimate)","College","Men","New York","NY","/teams/events/Eventteam/?TeamId=aufgVHUnmlD4WTDWxCN66q%2fYdWGnWDOeeTqlsx6rNpw%3d",155,"NYU",1084,"Division I","Metro East","Metro NY DI",15,13,310,0.316322966704787
"159","Mary Washington (Mother of George)","College","Men","Fredericksburg","VA","/teams/events/Eventteam/?TeamId=tGQ766I0MMdXcqj7JLfgayaCSjaVh9xWAhzOot5T%2fj0%3d",128,"Mary Washington",1192,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",10,12,240,0.315469637101424
"160","Minnesota-B (Ugly Duckling)","College","Men","Minneapolis","MN","/teams/events/Eventteam/?TeamId=KdPKYOOWkQuYG2tVEN6Whbr6GEdTQh3ms5OG7V9U7s8%3d",132,"Minnesota B",1170,"Developmental","North Central","Northwoods DI",22,8,263,0.315206994379148
"161","Boise State (Mamu Zaldi)","College","Men","Boise","ID","/teams/events/Eventteam/?TeamId=C4FfvY85qhaiVVBVPce5HJq6DZIrnoCCVcbQTtLXzk4%3d",182,"Boise State",1004,"Division I","Northwest","Big Sky DI",8,9,35,0.314304582238142
"162","Georgia College (Disconnected)","College","Men","Milledgeville","GA","/teams/events/Eventteam/?TeamId=I7jQiLoR4Wi0nHMqyMmdZ7Ut9c4VWldLMoP2HnFxBWg%3d",150,"Georgia College",1097,"Division III","Southeast","Eastern Southeast DIII",18,12,166,0.302112050487068
"163","Appalachian State (Nomads)","College","Men","Boone","NC","/teams/events/Eventteam/?TeamId=kDpZlPeZtYxuEsBO2Zl6y3JXtvhWfhraWqegorg%2fy78%3d",116,"Appalachian State",1224,"Division I","Atlantic Coast","Carolina DI",14,6,13,0.300209938708296
"164","Whitworth (Bangarang)","College","Men","Spokane","WA","/teams/events/Eventteam/?TeamId=%2bo7T%2bg%2bWJM9CdQOcV3g4IntHeMQ%2fURW5vuDq5QDXRj4%3d",176,"Whitworth",1014,"Division III","Northwest","Northwest DIII",19,9,495,0.295973240718966
"165","Rutgers (Machine)","College","Men","New Brunswick","NJ","/teams/events/Eventteam/?TeamId=oaXE5s9dgIUMtPdknoFWUn%2bq0TTGI4bBiJxaGp6CLvM%3d",142,"Rutgers",1136,"Division I","Metro East","Metro NY DI",13,11,363,0.289439282085579
"166","Vermont-B (Chill)","College","Men","Burlington","VT","/teams/events/Eventteam/?TeamId=8lTSOHHNMLXJZD%2bX1BUcCmIiDVs1KTP7S7xIQyrwzRg%3d",290,"Vermont B",671,"Developmental","New England","North New England Dev",11,9,465,0.287949218296638
"167","Grand Valley State (Lakers)","College","Men","Allendale","MI","/teams/events/Eventteam/?TeamId=qqYPxOPF28JSoS9WiQ1wzVl53fAdOWRvB9AWaaI9EDc%3d",127,"Grand Valley State",1198,"Division I","Great Lakes","Michigan DI",16,9,176,0.281623160025845
"168","Missouri S&T (Miner Threat)","College","Men","Rolla","MO","/teams/events/Eventteam/?TeamId=TcHAao6MQG5yPY00UibMKk15AW%2fIFAf8aKNBOgxbHOY%3d",149,"Missouri S&T",1102,"Division III","South Central","Northern South Central DIII",12,12,271,0.277699288279541
"169","Marquette  (Birdhouse 2017)","College","Men","Milwaukee","WI","/teams/events/Eventteam/?TeamId=VQztMHq2ylsdj0cfLMz%2b8Hxd5w6fD8jfrUZ1o3kf0ew%3d",121,"Marquette",1217,"Division I","North Central","Lake Superior DI",20,8,238,0.27713754036724
"170","Kansas State (Wizards)","College","Men","Manhattan","KS","/teams/events/Eventteam/?TeamId=P5OopdYXgb%2bF8DQuvXVFaQf4UkDGaTG8jm4K05dE9y0%3d",206,"Kansas State",950,"Division I","South Central","Ozarks DI",15,16,212,0.274337324820609
"171","Puget Sound (Postmen)","College","Men","Tacoma","WA","/teams/events/Eventteam/?TeamId=PBzY6DSk%2bsAmPy%2basFL4rFtvp4hpHOHlx402Bcyi7kM%3d",225,"Puget Sound",897,"Division III","Northwest","Northwest DIII",17,16,343,0.273406882274557
"172","Syracuse (Doom)","College","Men","Syracuse","NY","/teams/events/Eventteam/?TeamId=9%2fr6VgQx%2b4WsZMrf0jVfiEZ5yzSzLP0UqDdsYPKD3DU%3d",217,"Syracuse",915,"Division I","Metro East","Western NY DI",18,10,423,0.270618764036354
"173","Rhode Island  (RIUT)","College","Men","Kingston","RI","/teams/events/Eventteam/?TeamId=pfKVCQmOzQUk3sNGxA9dmXLnRiMjNYj9nRwTsnAZJj4%3d",162,"Rhode Island",1067,"Division I","New England","South New England DI",16,11,352,0.270381008248132
"174","Wisconsin-Milwaukee (Black Cat)","College","Men","Milwaukee","WI","/teams/events/Eventteam/?TeamId=JdCQeGd1ldCORa4kZ2WH27%2bwI%2bNylkCKThazWv28LgE%3d",157,"Wisconsin-Milwaukee",1082,"Division I","North Central","Lake Superior DI",13,20,508,0.270372776691224
"175","Elon (Elon)","College","Men","Elon","NC","/teams/events/Eventteam/?TeamId=iE5PD33%2bx1FSAMjG7nwviDW%2b%2btM1N371D0GVRySZhJk%3d",201,"Elon",959,"Division III","Atlantic Coast","Carolina DIII",9,17,141,0.267909251109278
"176","Johns Hopkins (Dangerzone)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=%2bWTF70g3CHNXwsONnrGF6kboDX8JAZQcpvfIs4yI6Oo%3d",139,"Johns Hopkins",1145,"Division I","Atlantic Coast","Colonial DI",10,16,209,0.267065886087466
"177","Alabama-Birmingham (Inferno)","College","Men","Birmingham","AL","/teams/events/Eventteam/?TeamId=fELZWpSEzioofgXJuroLaxe2iLXkCdO9BAT6owBt3gg%3d",172,"Alabama-Birmingham",1026,"Division I","Southeast","Gulf Coast DI",12,24,5,0.264730090675066
"178","East Carolina (Irates)","College","Men","Greenville","NC","/teams/events/Eventteam/?TeamId=NOfaWwZo%2fsolxl%2bJB17wpFt2SiMCu0UcfzgH9uzgM3c%3d",205,"East Carolina",955,"Division I","Atlantic Coast","Carolina DI",10,20,137,0.26373687039064
"179","Cedarville (Swarm)","College","Men","Cedarville","OH","/teams/events/Eventteam/?TeamId=pZUIh3BT98aNKtd1u2eH%2fAsS6shGhki24vAMUVeYxAQ%3d",187,"Cedarville",990,"Division III","Ohio Valley","Ohio DIII",14,13,83,0.262915767437945
"180","Hamilton (Hot Saucers)","College","Men","Clinton","NY","/teams/events/Eventteam/?TeamId=oa8c9BZYb6LwyanJknMoscFGDVtThx5FUArLbkDGITg%3d",148,"Hamilton",1113,"Division III","Metro East","Western NY DIII",14,5,178,0.260683367970604
"181","Swarthmore (Earthworms)","College","Men","Swarthmore","PA","/teams/events/Eventteam/?TeamId=c3euS7C%2blYGDGW65%2fcLH4EOG7Vcb6U1UaiZRLn27kKM%3d",185,"Swarthmore",994,"Division III","Ohio Valley","East Penn DIII",24,13,422,0.257229176947075
"182","Mississippi State (Dark Horse)","College","Men","Starkville","MS","/teams/events/Eventteam/?TeamId=AkNJpncB8StV46G%2femh%2fscGD1isVYQvkdD%2bXZT7qvao%3d",188,"Mississippi State",990,"Division I","Southeast","Gulf Coast DI",20,18,269,0.251745362954166
"183","Pennsylvania (Void)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=N4tGgiijID79HzFUMm1lIFGVQda%2f7PQE%2fkoOcfoL5Wk%3d",174,"Pennsylvania",1023,"Division I","Ohio Valley","East Penn DI",12,29,335,0.251039346905597
"184","Texas Christian (High Noon)","College","Men","Fort Worth","TX","/teams/events/Eventteam/?TeamId=E1MLj45mT5byioM1EbTrgFLod4zfur%2bDg%2fvfUUZgcAs%3d",209,"Texas Christian",942,"Division I","South Central","North Texas DI",17,11,439,0.249328119563183
"185","SUNY-Geneseo (Snail)","College","Men","Geneseo","NY","/teams/events/Eventteam/?TeamId=F%2fkgCShzg8avSa7p97Y%2f1BNi4v3yLDeWlOAED7Y47ws%3d",190,"SUNY-Geneseo",983,"Division III","Metro East","Western NY DIII",22,6,416,0.24582815391382
"186","American (Stall 11)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=dONAg4zdJqvI8BPsCrBe6NOvFapyugN6BIFKsKBsm0U%3d",193,"American",974,"Division I","Atlantic Coast","Colonial DI",17,13,10,0.245218726795479
"187","Macalester (Blue Monkeys)","College","Men","St. Paul","MN","/teams/events/Eventteam/?TeamId=RRzpGAIvjSft8vP8JrbFkw%2fndEV%2b4FDGh%2fFCgGWFqq0%3d",179,"Macalester",1011,"Division III","North Central","Northwoods DIII",17,8,235,0.243069684896891
"188","Missouri (Missouri)","College","Men","Columbia","MO","/teams/events/Eventteam/?TeamId=M%2bqHPpOv2pFU1Pv6eNc78su%2fqhLDJy3Yu%2fqCxPLNXs0%3d",166,"Missouri",1044,"Division I","South Central","Ozarks DI",15,16,270,0.241216065045038
"189","Truman State (JujiTSU )","College","Men","Kirksville","MO","/teams/events/Eventteam/?TeamId=%2f9JHI%2bPjMnwM2z4xVzwmM4jInsNBCYWc8G7tdyqFBoY%3d",222,"Truman State",898,"Division III","South Central","Northern South Central DIII",12,18,449,0.235438118310134
"190","Georgia State (Underground)","College","Men","Atlanta","GA","/teams/events/Eventteam/?TeamId=0JsYDH5zmHzNn%2b9do%2bb53vhchcW5HfS2Ud03Rc7uG2c%3d",212,"Georgia State",929,"Division I","Southeast","Southern Appalachian DI",13,22,169,0.233231314187261
"191","Washington State (Suspicious Package)","College","Men","Pullman","WA","/teams/events/Eventteam/?TeamId=K5zpnfLtY1aMUku2Wn00vToHKNtXxyYqTyUw77kMi6A%3d",243,"Washington State",821,"Division I","Northwest","Big Sky DI",13,14,478,0.229345187768529
"192","Pittsburgh-B (En Sabah Nur-B)","College","Men","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=E5Kfa6ICgOTCiFic4z5LbfkcOvtDj5nOKq%2fC9%2fE10Hc%3d",180,"Pittsburgh B",1009,"Developmental","Ohio Valley","Ohio Valley Dev",24,9,337,0.220143257118847
"193","North Georgia (Nighthawks)","College","Men","Dahlonega","GA","/teams/events/Eventteam/?TeamId=O8X%2bwm0r%2fz%2f6iGtcjHP51fZDsYNhL9Ok10TlFvsIsgE%3d",200,"North Georgia",960,"Division III","Southeast","Eastern Southeast DIII",16,16,296,0.218361340872768
"194","Wesleyan (Nietzsch Factor)","College","Men","Middletown","CT","/teams/events/Eventteam/?TeamId=sMxRl9GE3%2bYObJaginzZTkf67Ma7Ffn%2f74mUlWpKR6c%3d",169,"Wesleyan",1032,"Division III","Metro East","Hudson Valley DIII",17,6,482,0.212182662608743
"195","Las Positas (Hawks)","College","Men","Livermore","CA","/teams/events/Eventteam/?TeamId=L4lir6KToi%2ff2%2bXz%2biurt0%2bI92BijdCI1T0tIBi8lJ0%3d",199,"Las Positas",961,"Division I","Southwest","NorCal DI",5,6,221,0.211973764364145
"196","Wentworth Institute of Technology  (Concrete Jungle)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=zmiw45DQZ0N7XzOtI0JBJFfzxiZ2bdoiu6TU60C%2f2NI%3d",195,"Wentworth Institute of Technology",970,"Division III","New England","Metro Boston DIII",14,17,481,0.205416011634039
"197","SUNY-Buffalo (Green Eggs and Ham)","College","Men","Buffalo","NY","/teams/events/Eventteam/?TeamId=rYQUJ9LMmkRVQuXI9IK8NdnVDRRM%2bdvb9ltOj41W%2bfM%3d",168,"SUNY-Buffalo",1040,"Division I","Metro East","Western NY DI",9,15,413,0.199613351919518
