"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"100","Carnegie Mellon (Money Mellons)","College","Women","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=2pz1%2fq7NMIFoTZztaRm7%2fG5t3F0nBgKYyKtI%2b4WCKvU%3d",61,"Carnegie Mellon",1348,"Division I","Ohio Valley","Pennsylvania DI",19,14,44,0.286920631915204
"101","Arizona (Scorch)","College","Women","Tucson","AZ","/teams/events/Eventteam/?TeamId=GGkstaja3nRBZNrxxa4PurKWoj4KYLu5vW4yBo7AqvU%3d",120,"Arizona",909,"Division I","Southwest","Desert DI",13,10,11,0.280256916152838
"102","Pennsylvania (Venus)","College","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=KsbbG3e9hjvAPR2z6FSEWQzX%2fcviJhYoJV1DW0lq8J8%3d",60,"Pennsylvania",1361,"Division I","Ohio Valley","Pennsylvania DI",14,10,206,0.272649754749213
"103","Vanderbilt (VUDU)","College","Women","Nashville","TN","/teams/events/Eventteam/?TeamId=Gjdks5Kn%2fHZp8OehEx6z61TWqGyQ5vL4MZqTxqmqfac%3d",99,"Vanderbilt",1065,"Division I","Southeast","Gulf Coast DI",12,5,278,0.267407644755797
"104","Rice (Torque)","College","Women","Houston","TX","/teams/events/Eventteam/?TeamId=Yh65PySVpe3r%2bS1fB%2fV0LYxh3QwQOKwcC1I091GG4Tk%3d",126,"Rice",867,"Division III","South Central","South Central DIII",9,9,220,0.265020023044385
"105","Texas A&M (Stacked)","College","Women","College Station","TX","/teams/events/Eventteam/?TeamId=J9Mp7zavFaZsq1J6q2KGSNu8bROsHL3FF5%2fPIf8i6VU%3d",205,"Texas A&M",196,"Division I","South Central","Texas DI",7,17,261,0.257449049143513
"106","Akron (Akron Gold Diggers)","College","Women","Akron","OH","/teams/events/Eventteam/?TeamId=b6POmTmChPnl0QrwX47ca3ZTz7NInHZIfPtXzFS7seU%3d",54,"Akron",1409,"Division I","Ohio Valley","Ohio DI",15,10,1,0.252361683376061
"107","LSU (LSU Women's Ultimate)","College","Women","Baton Rouge","LA","/teams/events/Eventteam/?TeamId=vvoDLhQNZW88z2QwVnJSES1zhstejPuhlzZfRm10Fi0%3d",100,"LSU",1062,"Division I","Southeast","Gulf Coast DI",15,9,142,0.246944874434839
"108","Allegheny (Hellbenderitas)","College","Women","Meadville","PA","/teams/events/Eventteam/?TeamId=GinWetxm%2fZvZ0N%2fUTK%2bWtlzBHHljo7gF5JVni%2fRSsKM%3d",149,"Allegheny",752,"Division III","Ohio Valley","Pennsylvania DIII",16,9,4,0.245163799720743
"109","Winona State (Bad Monaz)","College","Women","Winona","MN","/teams/events/Eventteam/?TeamId=9I5u8GMaMXrdSNJXxjjGXqJRDY%2feUJRZnqFeetZTj38%3d",83,"Winona State",1222,"Division I","North Central","Western North Central DI",8,4,305,0.230965227228254
"110","Arkansas (SoCo)","College","Women","Fayetteville","AR","/teams/events/Eventteam/?TeamId=QmXZSEyPsRsD60gzDD4yzfgnDIaYhlsMftuA6kQazpQ%3d",107,"Arkansas",1001,"Division I","South Central","Ozarks DI",11,8,13,0.224631183178925
"111","Massachusetts (Lady Zoo)","College","Women","Amherst","MA","/teams/events/Eventteam/?TeamId=%2fNwIx0WpSu9ZujXwVbVps7GeOjB1Rn8z9DGw6%2bQDga8%3d",109,"Massachusetts",989,"Division I","New England","Greater New England DI",10,13,151,0.218239169500215
"112","Bates (Cold Front)","College","Women","Lewiston","ME","/teams/events/Eventteam/?TeamId=hONT5IoYyMOej8m%2fgVn5s2Q7Pvd%2bknoOF5NeCCUZj8I%3d",59,"Bates",1375,"Division III","New England","North New England DIII",13,6,15,0.210545517041781
"113","Tennessee (Big Orange Screw)","College","Women","Knoxville","TN","/teams/events/Eventteam/?TeamId=tOJG0nZoYyy9evPyp1X2K4ARJJqDEwGyV8uBP77OFxA%3d",93,"Tennessee",1093,"Division I","Southeast","Southern Appalachian DI",13,12,256,0.205245822260407
"114","Claremont (Claremont Greenshirts)","College","Women","Claremont","CA","/teams/events/Eventteam/?TeamId=9C95jEk9hknjbpo9tEQnyOJW4x3j%2bAho7KYtkbMArdI%3d",165,"Claremont",628,"Division III","Southwest","SoCal DI",6,11,54,0.201164504296275
"115","Grinnell (Sticky Tongue Frogs)","College","Women","Grinnell","IA","/teams/events/Eventteam/?TeamId=WxraChEEU%2fWzWRJGpJYI0mFJdA6oMf3Jx7ui%2bFSECFo%3d",136,"Grinnell",805,"Division III","North Central","North Central DIII",10,9,110,0.197195074036384
"116","Occidental (Women's Air Corps (WAC))","College","Women","Los Angeles","CA","/teams/events/Eventteam/?TeamId=bBtPSQ8H6VIzp54qeLSVVu1odv03c%2bGnSE6%2fBM%2f8qJU%3d",200,"Occidental",288,"Division III","Southwest","SoCal DI",6,12,192,0.19315079093837
"117","Saint Louis (Anarchy)","College","Women","St. Louis","MO","/teams/events/Eventteam/?TeamId=T86Mv6q2QCHumzA7xAVDXi4Z%2b8hZKs%2fjiyp3KP3Jq%2bM%3d",103,"Saint Louis",1032,"Division I","South Central","Ozarks DI",13,7,226,0.192312040133125
"118","Emory (Luna)","College","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=YjH5Be5SmJItq9F6JJEz0uJmsB1dnEmdrcQeSWjuQrU%3d",89,"Emory",1127,"Division I","Southeast","Southern Appalachian DI",12,12,89,0.187112796376953
"119","Northern Arizona (Jines in the Pines)","College","Women","Flagstaff","AZ","/teams/events/Eventteam/?TeamId=5BKD%2fb5PSoCi4vEnqmYnyQ%2bvPTXR6yTtWFKiWBrqT6M%3d",NA,NA,NA,NA,NA,NA,6,4,183,0.179376421764898
"120","Brown (Disco Inferno)","College","Women","Providence","RI","/teams/events/Eventteam/?TeamId=lnRQKGhhWqRexTEXdHbQUe6cnZF%2fJcwaIxUwEjNwvKE%3d",72,"Brown",1277,"Division I","New England","Greater New England DI",10,15,29,0.177946792088439
"121","Amherst (Sparkle Motion)","College","Women","Amherst","MA","/teams/events/Eventteam/?TeamId=sZdp9PlEFWU%2frLprBgUM8B7hFFTSm3o0bW%2fPg3wr2Xw%3d",57,"Amherst",1387,"Division III","New England","South New England DIII",13,10,8,0.172961563917521
"122","Boston University (Lady Ozone Pilots)","College","Women","Boston","MA","/teams/events/Eventteam/?TeamId=WV8hpuEUdoOM%2bSCQhvx3JRA5eB6Hi%2bQh8Tg28Ooch6g%3d",87,"Boston University",1181,"Division I","New England","Metro Boston DI",10,10,23,0.16810460233409
"123","Tulane (Muses)","College","Women","New Orleans","LA","/teams/events/Eventteam/?TeamId=2O31tH2qw7RJ%2b7Px1WgeZNK7%2bmtQkbk7T%2bkm6QvmVRg%3d",142,"Tulane",788,"Division I","Southeast","Gulf Coast DI",9,11,272,0.163810838508411
"124","Towson (Hammertime)","College","Women","Towson","MD","/teams/events/Eventteam/?TeamId=r%2bkga8S3ZWaK9BH7Gt%2fLJsN%2bID90K4uVopcWvNeVwJ8%3d",91,"Towson",1108,"Division I","Atlantic Coast","Colonial DI",19,9,267,0.161548340296288
"125","Cal State-Long Beach (No Regrets)","College","Women","Long Beach","CA","/teams/events/Eventteam/?TeamId=EdxuQkf%2fsk7F8fhHuJEqLvSi9RJPl1z0UEGfxzhCL4I%3d",NA,NA,NA,NA,NA,NA,6,8,32,0.156379745381729
"126","Lewis & Clark (Artemis)","College","Women","Portland","OR","/teams/events/Eventteam/?TeamId=MAtH99eyVF%2fBNIo9YVs37Icj5hCUHkR0aDjEkSpc5bs%3d",170,"Lewis & Clark",583,"Division III","Northwest","Northwest DIII",7,16,139,0.153025132908424
"127","Nevada-Reno (Black Ice)","College","Women","Reno","NV","/teams/events/Eventteam/?TeamId=FC3FeLHq4toa7apaT37TvxdWBBcbpeEuay3NhIqn5mQ%3d",179,"Nevada-Reno",485,"Division I","Southwest","NorCal DI",4,17,171,0.152358116342573
"128","Pacific Lutheran (Reign)","College","Women","Tacoma","WA","/teams/events/Eventteam/?TeamId=sg%2fcrVBbhBaVST%2buG183vDa8DQj%2ble1UlMzJJ%2b4bSQk%3d",148,"Pacific Lutheran",762,"Division III","Northwest","Northwest DIII",10,7,203,0.150978085304846
"129","American (Dirty Ladies)","College","Women","Washington","DC","/teams/events/Eventteam/?TeamId=CR0FpeYVM%2bYJIcfmKkeghScWAbp9GrMeSaJoWNdSXWg%3d",102,"American",1050,"Division I","Atlantic Coast","Colonial DI",14,12,6,0.150172370854278
"130","Wisconsin-La Crosse (Galaxy)","College","Women","La Crosse","WI","/teams/events/Eventteam/?TeamId=WbVlJ5h6FZb%2f4K7Q91zQhnIGXRPmleIaU0Iwi2EkMRU%3d",130,"Wisconsin-La Crosse",851,"Division I","North Central","Lake Superior DI",13,10,309,0.146323728456299
"131","Nebraska (Cuddle Raptors)","College","Women","Lincoln","NE","/teams/events/Eventteam/?TeamId=dIGmJoZvLHtinILYzLm7YGeRIlmrhEieXs07eRyQmK8%3d",153,"Nebraska",690,"Division I","North Central","Western North Central DI",12,20,170,0.143515165756054
"132","James Madison (Bitchmonkeys)","College","Women","Harrisonburg","VA","/teams/events/Eventteam/?TeamId=WFUpgjT3pvD6aoINFhtL0TeJWbGmy3nwazzUUQCGiM4%3d",76,"James Madison",1260,"Division I","Atlantic Coast","Virginia DI",19,9,127,0.139931121109739
"133","Colorado-B (Devi)","College","Women","Boulder","CO","/teams/events/Eventteam/?TeamId=Ix5A%2fdLQlj%2b8aQtCi6yP6CwR3sloQzTMMcXO3Nj87xY%3d",147,"Colorado B",762,"Developmental","South Central","Rocky Mountain DI",6,9,61,0.137542584386728
"134","Alabama (Ramma Jamma)","College","Women","Tuscaloosa","AL","/teams/events/Eventteam/?TeamId=nBs0jW40%2fYHvq1%2blK9%2fb9GkEYJB8rmulUoqvctJuD6Y%3d",124,"Alabama",892,"Division I","Southeast","Gulf Coast DI",18,13,3,0.135365905594145
"135","Trinity (Altitude)","College","Women","San Antonio","TX","/teams/events/Eventteam/?TeamId=uV7Hctq%2fzm1YtO6NFoNIyIDGbU8AIF5GK419u3mRB2A%3d",223,"Trinity",-139,"Division III","South Central","South Central DIII",2,22,268,0.134202542986659
"136","Oklahoma (Never Mrs)","College","Women","Norman","OK","/teams/events/Eventteam/?TeamId=9mZQ4N3JWR5vmMZ6tScE2Yw4s8ZRoyLCWiOsN9YRV98%3d",155,"Oklahoma",682,"Division I","South Central","Ozarks DI",12,13,198,0.127924973015269
"137","Macalester (Pursesnatchers)","College","Women","Saint Paul","MN","/teams/events/Eventteam/?TeamId=R5DWcWK%2f4iaZsFC%2bZ9pJudcpOnEvfkObnQWZhtk3IFg%3d",NA,NA,NA,NA,NA,NA,7,5,144,0.122969463844513
"138","Luther (Freya)","College","Women","Decorah","IA","/teams/events/Eventteam/?TeamId=5w67pNwS3iH7Il2telvK3dsSCeFPNq6xPnsm%2fXbOovI%3d",145,"Luther",774,"Division III","North Central","North Central DIII",9,9,143,0.11371443948612
"139","Lehigh (Gravity)","College","Women","Bethlehem","PA","/teams/events/Eventteam/?TeamId=pQBlM8xf4PnlBhv%2bwf73CdEq63KdVknYL1%2fxfZJ2cFU%3d",123,"Lehigh",893,"Division III","Ohio Valley","Pennsylvania DIII",17,15,138,0.106702568758099
"140","Mississippi (Landsharks)","College","Women","Oxford","MS","/teams/events/Eventteam/?TeamId=hf6gYBOFCjfpkx4O0i3qNp8RNBykLjvv4iKYWu%2b%2fuyQ%3d",134,"Mississippi",823,"Division I","Southeast","Gulf Coast DI",10,15,161,0.106436386595876
"141","Skidmore (Skidmore College ThoroughBEARS)","College","Women","Saratoga Springs","NY","/teams/events/Eventteam/?TeamId=9g%2fJ3kuVswmmR0dJI%2byhKObxGUmF0Y8Dxy9WKYxHRdc%3d",75,"Skidmore",1261,"Division III","Metro East","Eastern Metro East DIII",18,6,232,0.106301093540923
"142","Georgia College (Lynx Rufus)","College","Women","MIlledgeville","GA","/teams/events/Eventteam/?TeamId=oBy%2fYsD4CFWHxceGY9znDDUCl3YKBWgq4VmPrFvg%2bnI%3d",125,"Georgia College",874,"Division III","Southeast","Southern Appalachian DI",11,7,102,0.105170810756327
"143","Maryland-B (Cosmic Ultimate)","College","Women","College Park","MD","/teams/events/Eventteam/?TeamId=N%2fQ8jJSeUMS03GlsdMmW%2bVmcM4yHG1IRKQVnOe%2bhdgk%3d",140,"Maryland B",796,"Developmental","Atlantic Coast","Atlantic Coast Dev",16,3,148,0.10491063001209
"144","College of New Jersey (Anarchy)","College","Women","Ewing","NJ","/teams/events/Eventteam/?TeamId=YTf0guwmOh7uTbvFwtAuq7pQLHB3%2berfA3Px2D3s8wY%3d",117,"College of New Jersey",933,"Division III","Metro East","Eastern Metro East DIII",13,14,60,0.100835729465859
"145","Missouri S&T (Miner Threat)","College","Women","Rolla","MO","/teams/events/Eventteam/?TeamId=3hXStfnyuMBmM0GcOQ1y8XfbyaUgfxiXsiTT5FwrU4E%3d",129,"Missouri S&T",863,"Division III","South Central","South Central DIII",7,6,164,0.100335424061364
"146","Michigan State (Infamous)","College","Women","East Lansing","MI","/teams/events/Eventteam/?TeamId=TXE8qaKVyTgzR2zFYJaBdy5P4NZSa7uB68qpqGeMFEU%3d",101,"Michigan State",1059,"Division I","Great Lakes","Eastern Great Lakes DI",17,5,157,0.0990129858931375
"147","Loyola-Chicago (Sirens)","College","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=wA1gxuuk96SzU4NK888bfnSTfVbYmlvYOzOJkgIf2mo%3d",158,"Loyola-Chicago",654,"Division I","Great Lakes","Illinois DI",12,9,141,0.0984727934569226
"148","Rutgers (Rutgers Nightshade)","College","Women","New Brunswick","NJ","/teams/events/Eventteam/?TeamId=ZZNJwc4iiudiN5Om3Ws%2beqaK4p3IhqoGVlPOM9mMNNk%3d",110,"Rutgers",981,"Division I","Metro East","Eastern Metro East DI",17,16,224,0.0984138806773161
"149","Mount Holyoke (Daisy Chain)","College","Women","South Hadley","MA","/teams/events/Eventteam/?TeamId=gHteUx32cCZ0teqOvgZpTvcIRVwxLDJDC17R4rRXoeU%3d",79,"Mount Holyoke",1230,"Division III","New England","South New England DIII",13,9,169,0.0978296975150342
"150","Haverford (Sneetches)","College","Women","Haverford","PA","/teams/events/Eventteam/?TeamId=C9rF5TVDf6p7dt1CLN%2fh70cv1rPoWOTRIMJzA4Ghovw%3d",104,"Haverford",1027,"Division III","Ohio Valley","Pennsylvania DIII",13,10,117,0.0978096199927358
"151","St Benedict (Rapture)","College","Women","St. Joseph","MN","/teams/events/Eventteam/?TeamId=qE57UeJ7BtJHPoguGjlsKPzQufnim7BjkA4ikMkdJiI%3d",135,"St Benedict",811,"Division III","North Central","North Central DIII",10,9,239,0.092861291507275
"152","Mississippi State (Night Mare)","College","Women","Starkville","MS","/teams/events/Eventteam/?TeamId=CFMhcAxHEfHffUDP1PRL%2b7IsYsD94O0LtIDHGqJQls4%3d",168,"Mississippi State",597,"Division I","Southeast","Gulf Coast DI",8,18,162,0.0890525061082792
"153","SUNY-Binghamton  (Big Bear )","College","Women","Binghamton","NY","/teams/events/Eventteam/?TeamId=2jwCbVfS5qpHZcr1txN4VuzZUFzEnBVPZR1uEStLFkI%3d",88,"SUNY-Binghamton",1169,"Division I","Metro East","Western NY DI",12,15,245,0.0870693360591515
"154","SUNY-Oneonta (Love$eat)","College","Women","Oneonta","NY","/teams/events/Eventteam/?TeamId=GwaRpdJ%2bPRfBDpLrmzUMhMVPJ1fLQk3gN6TguH7rEsw%3d",NA,NA,NA,NA,NA,NA,13,7,249,0.0869433166821937
"155","California-San Diego-B (California-San Diego-B)","College","Women","La Jolla","CA","/teams/events/Eventteam/?TeamId=Ub%2bLpLOQR1BpN%2fvaN5Vgyal2x0PjgyONd4xmEr8wDMQ%3d",194,"California-San Diego B",338,"Developmental","Southwest","Southwest Dev",9,10,37,0.0860329110256646
"156","Purdue  (AMOC)","College","Women","West Lafayette","IN","/teams/events/Eventteam/?TeamId=uoW7qWFewpnqAbt6kpoRU%2f3J6PixbuhlM%2blOtEsrR3c%3d",121,"Purdue",904,"Division I","Great Lakes","Eastern Great Lakes DI",12,7,215,0.0847899440355055
"157","Wellesley (Whiptails)","College","Women","Wellesley","MA","/teams/events/Eventteam/?TeamId=vt84CP34%2fFazTyLOhK1QXJKUAZvQSR86c6kvK86VtwQ%3d",114,"Wellesley",954,"Division III","New England","Metro Boston DIII",13,9,293,0.0839357106397917
"158","SUNY-Stony Brook (Smash)","College","Women","Stony Brook","NY","/teams/events/Eventteam/?TeamId=V46IwX86LSY0twm4ulc9%2f7lEyfGB8h0R2FuyDM4t7Qk%3d",94,"SUNY-Stony Brook",1087,"Division I","Metro East","Eastern Metro East DI",14,10,250,0.0831689579950452
"159","Wisconsin-Stevens Point (Shockwave)","College","Women","Stevens Point","WI","/teams/events/Eventteam/?TeamId=gicJKw4GZH%2fCKc8MyQ9ySuOyqIDWrL5RyaMoQP%2b0IIw%3d",NA,NA,NA,NA,NA,NA,8,18,311,0.0801536767002153
"160","Catholic (Nun Betta)","College","Women","Washington","DC","/teams/events/Eventteam/?TeamId=dSGFsvKj6zvGLr%2fhRkna1LNL8d97VCwRnLdpauEMick%3d",111,"Catholic",971,"Division III","Atlantic Coast","Atlantic Coast DIII",18,10,46,0.0771215868902363
"161","Portland State (Osiks)","College","Women","Portland","OR","/teams/events/Eventteam/?TeamId=rg4hqnZW%2fW430ZYlbxOG%2bp1LJnBXSJqFdJieVfrwvFQ%3d",NA,NA,NA,NA,NA,NA,7,17,211,0.0761930331653674
"162","Wisconsin-Milwaukee (BlackCat )","College","Women","Milwaukee","WI","/teams/events/Eventteam/?TeamId=5grHBEk6Xyzb7UV%2faUbhO6I%2bHjdc%2fhvZ0NOkDZ88Ueo%3d",167,"Wisconsin-Milwaukee",615,"Division I","North Central","Lake Superior DI",8,11,310,0.0743818225830051
"163","Rhode Island (Disky Business)","College","Women","Kingston","RI","/teams/events/Eventteam/?TeamId=bFpC2vQlfFEFRlcii1HQcWHGELKr%2f5W30P1GWLoR%2bik%3d",NA,NA,NA,NA,NA,NA,7,5,219,0.0719910342244557
"164","DePaul (Laser Chains)","College","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=V0eo6r%2b3r14Qh9s9D%2fPvlY%2ft75afsqbWo1epA7Eaf6w%3d",143,"DePaul",786,"Division I","Great Lakes","Illinois DI",8,11,79,0.0709326749914507
"165","Rochester (EZ Women)","College","Women","Rochester","NY","/teams/events/Eventteam/?TeamId=D%2bwhutq9Ty0zZXGinjjOv95wohSCiQ8f4Cw%2fmlGfFaw%3d",105,"Rochester",1027,"Division I","Metro East","Western NY DI",13,6,222,0.0705316630693298
"166","South Florida (Scallywenches)","College","Women","Tampa","FL","/teams/events/Eventteam/?TeamId=daMfgoV%2fFC3QiRkjRz6JGj0Qdsiq3tRL6OJPXiuJnPA%3d",96,"South Florida",1081,"Division I","Southeast","Florida DI",9,13,236,0.0694260247197543
"167","Georgia Southern (Southern Sirens)","College","Women","Statesboro","GA","/teams/events/Eventteam/?TeamId=gYz89kpazF4fNzjx5GpMlSlt48pyYoZOW8PbHXCxIAs%3d",208,"Georgia Southern",162,"Division I","Southeast","Southern Appalachian DI",4,13,103,0.0654939530767112
"168","Rensselaer Polytech (Strut)","College","Women","Troy","NY","/teams/events/Eventteam/?TeamId=3EB7xsuF0QUP8aUFIPZoXDzrbzMdg%2bNXHaKyGf5GAhY%3d",141,"Rensselaer Polytech",788,"Division III","Metro East","Eastern Metro East DIII",16,11,217,0.0635348500607786
"169","Santa Clara-B (Santa Clara RAGE B)","College","Women","Santa Clara","CA","/teams/events/Eventteam/?TeamId=3nA4Qx1h1a3jNKv3CQWDvj%2f1CmBKH6UjvqMzcchDdjo%3d",NA,NA,NA,NA,NA,NA,7,11,229,0.0634523885076961
"170","Ottawa (GeeGees)","College","Women","Ottawa","Ontario","/teams/events/Eventteam/?TeamId=cG0d7l2gcIWZ%2bEQNGW9Z5EAJ0QGPL%2b5j%2bMwvALy8Cxg%3d",NA,NA,NA,NA,NA,NA,9,7,202,0.0626532797280785
"171","Delaware-B (Sideshow)","College","Women","Newark","DE","/teams/events/Eventteam/?TeamId=y9IFgkb6NzHEmGspnlR0TfD2Cbro0CSMaRFIgAlDQhc%3d",122,"Delaware B",900,"Developmental","Atlantic Coast","Atlantic Coast Dev",14,5,76,0.0621333402150584
"172","California-Irvine (Grass Ninjas)","College","Women","Irvine","CA","/teams/events/Eventteam/?TeamId=4Ey%2ffFygOoPQ3FtKJZIPsdfCt7MMmr3iYhbioKRcvNg%3d",184,"California-Irvine",430,"Division I","Southwest","SoCal DI",2,14,36,0.0572371024392582
"173","MIT (sMITe)","College","Women","Cambridge","MA","/teams/events/Eventteam/?TeamId=MaIpOTSAjSlOeJ9ekRzvudBcwmIITeExkPdj5GEZ52M%3d",98,"MIT",1066,"Division I","New England","Metro Boston DI",6,13,166,0.0571663606703767
"174","California-Davis-B (UC Davis -B)","College","Women","Davis","CA","/teams/events/Eventteam/?TeamId=dFKQ8fUVBDsUVFgnD%2bdIMbrfgJMPMeTznAkMdfjm25I%3d",NA,NA,NA,NA,NA,NA,8,5,34,0.0554242171177842
"175","Illinois State (Lady Gnomes)","College","Women","Normal","IL","/teams/events/Eventteam/?TeamId=7vHMnFyXR9aFaU6wkh9we7TDuNtxyCk8Qva8ksAMQng%3d",169,"Illinois State",596,"Division I","Great Lakes","Illinois DI",6,14,122,0.0545174194144434
"176","Charleston (Charleston Hobos)","College","Women","Charleston","SC","/teams/events/Eventteam/?TeamId=fMnZOgwFf6z1oLD6f6Gqn8WGcQyw74fJow%2bQbXxQxW4%3d",NA,NA,NA,NA,NA,NA,3,9,49,0.0498715576303488
"177","North Georgia (Aurea Ultimate)","College","Women","Dahlonega","GA","/teams/events/Eventteam/?TeamId=7hBkPBwqvhUSBdzBIW7kTLeEBo8ygWFpX3vSf5VuuQ0%3d",164,"North Georgia",629,"Division III","Southeast","Southern Appalachian DI",8,17,179,0.0494887042882819
"178","Alabama-Birmingham (Ember)","College","Women","Birmingham","AL","/teams/events/Eventteam/?TeamId=lNM2yT%2bAZhtfCf8sNm5JV1gWawLbzGeogz3koHhR2J8%3d",175,"Alabama-Birmingham",521,"Division I","Southeast","Gulf Coast DI",6,16,2,0.0488687818334058
"179","Drake (iBex)","College","Women","Des Moines","IA","/teams/events/Eventteam/?TeamId=l3Ej51Gd44ULS68gh0ppTYYYDQYw3yUq00oCKrf9Dlo%3d",NA,NA,NA,NA,NA,NA,9,9,81,0.0484492060342204
"180","Temple (T.U.F Broads)","College","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=I%2bkexAPcQK%2b%2b3gBCnnWehnCQ33mVsqzgW4bhymZXq6c%3d",146,"Temple",763,"Division I","Ohio Valley","Pennsylvania DI",10,15,254,0.0473641987423545
"181","Swarthmore (Warmothers)","College","Women","Swarthmore","PA","/teams/events/Eventteam/?TeamId=TL8nNMzOhB%2fV6tENL0mEwHerci5XDIBJ4lk%2fFFi5E2U%3d",162,"Swarthmore",635,"Division III","Ohio Valley","Pennsylvania DIII",10,18,252,0.0466690999284623
"182","Oberlin  (Preying Manti A)","College","Women","Oberlin","OH","/teams/events/Eventteam/?TeamId=DLHU3Jn2ogr30qcwEHhNI27kWRV8e9ROK0n%2fEYBXTik%3d",115,"Oberlin",941,"Division III","Ohio Valley","Ohio DIII",19,8,191,0.0442538109977182
"183","Messiah (Falcons)","College","Women","Mechanicsburg","PA","/teams/events/Eventteam/?TeamId=DovRfRZgvlH9STkPSvlp%2bow5fFxaFESZejVKiTsWqLY%3d",176,"Messiah",520,"Division III","Ohio Valley","Pennsylvania DIII",11,15,152,0.0441122574491118
"184","NYU (Violet Femmes)","College","Women","New York","NY","/teams/events/Eventteam/?TeamId=G0XzI8MIhfmYY910WaUIg2Qlo5s7veWeiWEhVV19vyc%3d",128,"NYU",863,"Division I","Metro East","Eastern Metro East DI",15,18,189,0.0422863995998666
"185","Hofstra  (M45)","College","Women","Hempstead","NY","/teams/events/Eventteam/?TeamId=JQPN0gnnw%2fphEiw%2bRusFcakbB9T9wnpolzB9MZgp0%2bY%3d",NA,NA,NA,NA,NA,NA,10,17,118,0.0419262341336858
"186","North Carolina-B (Electra)","College","Women","Chapel Hill","NC","/teams/events/Eventteam/?TeamId=TSdxuQjaTTT%2bbn29YnFwv%2blQPrmXNKxPNS3LXSDtxEA%3d",132,"North Carolina B",835,"Developmental","Atlantic Coast","Atlantic Coast Dev",13,12,175,0.0412014069317907
"187","California-B (Tarts)","College","Women","Berkeley","CA","/teams/events/Eventteam/?TeamId=NEwthAaD3dYXJxgqH0lqfFq7EeNtkX%2f4hgNrOdR8A9Y%3d",212,"California B",116,"Developmental","Southwest","Southwest Dev",4,15,33,0.0390097688677372
"188","SUNY-Buffalo (The Lorax)","College","Women","Buffalo","NY","/teams/events/Eventteam/?TeamId=1tENDiwB18qc5Gmhqc8k8P%2fs%2b1m2EhvyCDc%2fMb2nygU%3d",177,"SUNY-Buffalo",519,"Division I","Metro East","Western NY DI",11,11,246,0.0383943983701896
"189","Missouri (TerrorMizzou)","College","Women","Columbia","MO","/teams/events/Eventteam/?TeamId=uZ5D3q53CJVk3Tfr2zFniXhMPwH8rM%2b70eglmcwzJCI%3d",215,"Missouri",74,"Division I","South Central","Ozarks DI",7,18,163,0.0381382102548199
"190","Dallas (Vitality)","College","Women","Irving","TX","/teams/events/Eventteam/?TeamId=106e1KhnxtHprxqO1nFEewGIxFbppLIQr%2f5o4gHSJ14%3d",NA,NA,NA,NA,NA,NA,2,3,72,0.0368821064699917
"191","Dayton (Kraken)","College","Women","Dayton","OH","/teams/events/Eventteam/?TeamId=Fkd7MpNM6CgjWG7SuZlVFHrMU4ZFSd74Uwg%2bVc3IIHo%3d",NA,NA,NA,NA,NA,NA,6,6,75,0.0365706677217702
"192","Elon (Wild Rumpus)","College","Women","Elon","NC","/teams/events/Eventteam/?TeamId=68E3gOoti4eHgaIAOl152CFbxpwWhhX1q385%2buNZ7dY%3d",131,"Elon",846,"Division III","Atlantic Coast","Atlantic Coast DIII",10,11,87,0.0350583451751577
"193","Drexel (Spitfire)","College","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=FpEZjrEKa3XUqrhNpNgpsERhAiUcTQ43ogBysspzAQc%3d",210,"Drexel",145,"Division I","Ohio Valley","Pennsylvania DI",4,14,82,0.0343217036373196
"194","Dickinson (Jive Turkeys)","College","Women","Carlisle","PA","/teams/events/Eventteam/?TeamId=lDBoZiO1XJXUYBjub%2bpEO2Yy9s5zkxVZJnhC0ntGE58%3d",161,"Dickinson",635,"Division III","Ohio Valley","Pennsylvania DIII",5,11,80,0.0315071112357379
"195","Kansas State (Cheshire)","College","Women","Manhattan","KS","/teams/events/Eventteam/?TeamId=z%2fW6ortmjYV7nzsER%2fq9jP1IUlUS6aREeAwaF1Lcaho%3d",166,"Kansas State",616,"Division I","South Central","Ozarks DI",8,11,133,0.0309191666166025
"196","Hamilton (Hot Saucers)","College","Women","Clinton","NY","/teams/events/Eventteam/?TeamId=P%2fLiohaIKHSb70E2d4zdHR7FQQplIq4gfGhTz31gIg4%3d",NA,NA,NA,NA,NA,NA,9,8,111,0.0305641477376511
"197","Georgia Tech-B (Georgia Tech)","College","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=39Z4xjXUIBNk%2fpvSq413RPW17wqxSob7%2bFyhudf32TM%3d",NA,NA,NA,NA,NA,NA,4,2,105,0.0304631308547074
