"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"99","Dickinson (Jive Turkeys)","College","Women","Carlisle","PA","/teams/events/Eventteam/?TeamId=%2bEu5GX9a%2fmCVWMHqThpNsR0pkScgDQun%2fkDeDBM4pfI%3d",188,"Dickinson",531,"Division III","Ohio Valley","Pennsylvania DIII",12,6,81,0.356001847311958
"100","California-Davis (Rogue)","College","Women","Davis","CA","/teams/events/Eventteam/?TeamId=ZpALlWmJaECCpnanO5C0lPlfbK18okt0wxMEFAH%2f18Q%3d",69,"California-Davis",1252,"Division I","Southwest","NorCal DI",16,23,37,0.352239349499306
"101","Chicago (Supersnatch)","College","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=GcjZ3OmsdhCivCGv5xPFi%2fxCz766XBOYo4dNwPzYAXg%3d",61,"Chicago",1321,"Division I","Great Lakes","Illinois DI",14,17,55,0.351996436318842
"102","Purdue  (AMOC)","College","Women","West Lafayette","IN","/teams/events/Eventteam/?TeamId=bkf5NpRb90X%2baeODXoo6CcW3M714ofEDj2B21EaQ8%2b0%3d",89,"Purdue",1121,"Division I","Great Lakes","Eastern Great Lakes DI",16,10,215,0.343791231372225
"103","Mississippi State (Night Mare)","College","Women","Starkville","MS","/teams/events/Eventteam/?TeamId=ZNsvl2bYvytxnturryHR%2fU2S%2fn%2bgbWkUgvqXWfdGEy8%3d",117,"Mississippi State",945,"Division I","Southeast","Gulf Coast DI",13,14,159,0.339955289008972
"104","Smith (Luna Disc )","College","Women","Northampton","MA","/teams/events/Eventteam/?TeamId=ZGZSOj5v8QcS7Y3Ra%2f6%2fXeNiOTOFhgN3DWpx7Sl0Zs4%3d",174,"Smith",608,"Division III","New England","South New England DIII",7,12,232,0.326807531865239
"105","Haverford (Sneetches)","College","Women","Haverford","PA","/teams/events/Eventteam/?TeamId=LECGA2%2fXmHqLH2aRVLh1w5YKdHTyJojtV1kGPW4Q05A%3d",176,"Haverford",599,"Division III","Ohio Valley","Pennsylvania DIII",9,15,113,0.321654415011003
"106","Iowa (Saucy Nancy)","College","Women","Iowa City","IA","/teams/events/Eventteam/?TeamId=qNWodJHctPgd9jKFlwx4IqiW54p4S2pUgwOS9ezAE2k%3d",83,"Iowa",1148,"Division I","North Central","Western North Central DI",11,14,120,0.315188586632804
"107","St Olaf (Vortex)","College","Women","Northfield","MN","/teams/events/Eventteam/?TeamId=yOTmaMelM6Y%2fz98mEFYoZXHDWQuyJ40iYaNzrv0NYXM%3d",76,"St Olaf",1210,"Division III","North Central","North Central DIII",12,7,239,0.315037085594047
"108","William & Mary (Mother Huckers)","College","Women","Williamsburg","VA","/teams/events/Eventteam/?TeamId=Z%2fBqzY2bdAkMOYwzhe7gTA50IBAed5Bu9fxDnRCXak0%3d",142,"William & Mary",788,"Division I","Atlantic Coast","Virginia DI",15,14,304,0.314110475298888
"109","Vanderbilt (VUDU)","College","Women","Nashville","TN","/teams/events/Eventteam/?TeamId=dZddbRM41x1kH5mLZi%2f8uuMF7ImXXCegufGATHmtkLY%3d",84,"Vanderbilt",1147,"Division I","Southeast","Gulf Coast DI",19,6,277,0.303222615223394
"110","Arizona (Scorch)","College","Women","Tucson","AZ","/teams/events/Eventteam/?TeamId=YAiSnJX7nELPU6vCRfnLuDcMxlHA2jrqNCA3Kofdp%2fM%3d",63,"Arizona",1295,"Division I","Southwest","Desert DI",16,12,12,0.302760388448345
"111","Boise State (Buffalo Gals)","College","Women","Boise","ID","/teams/events/Eventteam/?TeamId=6MhhsvocwI2QlLXkQ%2b4ZEZ9YrAFa1BiX8YoFIlXET%2fI%3d",90,"Boise State",1118,"Division I","Northwest","Big Sky DI",13,10,21,0.298760934810449
"112","Ohio (Stacked)","College","Women","Athens","OH","/teams/events/Eventteam/?TeamId=4zuptkYU%2bcC8zCRN5pHu2SLCJSHdkfz3uIApmaLm2Bc%3d",139,"Ohio",810,"Division I","Ohio Valley","Ohio DI",10,7,193,0.297077707269646
"113","Carleton University (Carleton Ravens )","College","Women","Ottawa","ON","/teams/events/Eventteam/?TeamId=KzGdZ2YXDLOXVIOhy1QiijUXo6FBco6Micow0ryjOc0%3d",96,"Carleton University",1089,"Division I","","",4,3,47,0.293897475283318
"114","Luther (Freya)","College","Women","Decorah","IA","/teams/events/Eventteam/?TeamId=mq0PA35xwFXvXl7N3bdyFXnMOi7%2bTPlLPMWYNHPmehw%3d",192,"Luther",520,"Division III","North Central","North Central DIII",10,6,140,0.281201259029427
"115","Texas State (Trainwreck)","College","Women","San Marcos","TX","/teams/events/Eventteam/?TeamId=qmes%2fKbvcVKt1oe6zzHt%2f0sIFbERqr1u5yl2XisMznA%3d",93,"Texas State",1102,"Division I","South Central","Texas DI",12,10,262,0.272755946164956
"116","Victoria (UVixens)","College","Women","Victoria","BC","/teams/events/Eventteam/?TeamId=KY%2bz8vNrmDJT8KP1%2b4jSunR1qAfEOyaQmp7%2fwIVEUt4%3d",49,"Victoria",1451,"Division I","Northwest","Cascadia DI",8,16,282,0.267838090326288
"117","New Hampshire (Oriza Ultimate)","College","Women","Durham","NH","/teams/events/Eventteam/?TeamId=xGd90euAI%2bHZyWjXV9dJ4pTgp%2buQAEspiCP43qmS3nQ%3d",128,"New Hampshire",869,"Division I","New England","Greater New England DI",7,13,170,0.259791673669669
"118","Rice (Torque)","College","Women","Houston","TX","/teams/events/Eventteam/?TeamId=fOgoF9fEdQDp3lrNj4zLBhKYbabBkZKtLArr0lot65Q%3d",133,"Rice",857,"Division III","South Central","South Central DIII",13,8,218,0.243150238591725
"119","SUNY-Binghamton  (Big Bear )","College","Women","Binghamton","NY","/teams/events/Eventteam/?TeamId=pyaIw3bjMPxE1A0W0sgFf7H%2bQreEy90mQUxm4csWTWI%3d",130,"SUNY-Binghamton",864,"Division I","Metro East","Western NY DI",8,8,244,0.235014975383023
"120","Wellesley (Whiptails)","College","Women","Wellesley","MA","/teams/events/Eventteam/?TeamId=5OXb6AE1Vjn9C9TRsF78YX384%2fDnyw8a0JRDzwBbDEA%3d",164,"Wellesley",665,"Division III","New England","Metro Boston DIII",8,9,294,0.229229568056252
"121","Illinois (Illinois)","College","Women","Champaign-Urbana","IL","/teams/events/Eventteam/?TeamId=1l9qtD6uAG4dkBhyxXC5lr7HhtWyd21%2bXF95KXLt%2fN0%3d",99,"Illinois",1070,"Division I","Great Lakes","Illinois DI",13,14,118,0.227304054825486
"122","SUNY-Oneonta (Love$eat)","College","Women","Oneonta","NY","/teams/events/Eventteam/?TeamId=05ChLakNQQANceT5hEWJye83Tqgem8XZEjPOs3s5MFM%3d",162,"SUNY-Oneonta",694,"Division III","Metro East","Western NY DIII",13,14,248,0.227196857338941
"123","Ohio Wesleyan (Yetis)","College","Women","Delaware","OH","/teams/events/Eventteam/?TeamId=E9Ixj7lIDoxpTgxF5p3AtPcLCR%2b29bywk9SMEUD3cSg%3d",179,"Ohio Wesleyan",592,"Division III","Ohio Valley","Ohio DIII",15,11,197,0.226057015021074
"124","Tennessee-Chattanooga (Moxie)","College","Women","Chattanooga","TN","/teams/events/Eventteam/?TeamId=xK2mVk7YbtXFJX5ddbwd7ER0yEK%2fmUfUNtyWKQQA6JI%3d",103,"Tennessee-Chattanooga",1045,"Division I","Southeast","Southern Appalachian DI",9,11,254,0.2252180245752
"125","SUNY-Geneseo  (Escargot 2018)","College","Women","Geneseo","NY","/teams/events/Eventteam/?TeamId=AUF1YloHXcd%2fG2thrj%2fQHBgb0abhHoEoZjGDYt487tw%3d",127,"SUNY-Geneseo",870,"Division III","Metro East","Western NY DIII",13,11,247,0.214433798880728
"126","San Diego State (SDSU Gnomes)","College","Women","San Diego","CA","/teams/events/Eventteam/?TeamId=KgiGFbCIR3h3iD7dzJIRStUPQ80gMkUakcvIbjMkOjQ%3d",57,"San Diego State",1349,"Division I","Southwest","SoCal DI",20,14,225,0.214343107739077
"127","Wake Forest (Ruckus)","College","Women","Winston-Salem","NC","/teams/events/Eventteam/?TeamId=BzDHtADUclIPzuPJlT4YgK%2bl3ONipmEleWv%2fy3Sw8OU%3d",207,"Wake Forest",449,"Division I","Atlantic Coast","Carolina DI",8,8,288,0.214000516646554
"128","Brown-B (Cosmic Rays)","College","Women","Providence","RI","/teams/events/Eventteam/?TeamId=1p3lJmXhQizqeeuLXLIiAn0OLMX4WXbHtURRxTfgMt0%3d",224,"Brown B",369,"Developmental","New England","New England Dev",12,5,30,0.212504918783126
"129","Hofstra  (M45)","College","Women","Hempstead","NY","/teams/events/Eventteam/?TeamId=Sycjc1D8XSrliJoxw2HKKuqh6OdS4W3SmJjNGNDHY%2fE%3d",229,"Hofstra",327,"Division I","Metro East","Eastern Metro East DI",10,17,115,0.21146985239426
"130","Brown (Disco Inferno)","College","Women","Providence","RI","/teams/events/Eventteam/?TeamId=3mJ6Apk5L1wyl0u%2frBhzpPg7%2fLvF1ZFe2oCY0D%2fHDh8%3d",85,"Brown",1144,"Division I","New England","Greater New England DI",11,8,31,0.21046053978412
"131","Colorado-B (Devi)","College","Women","Boulder","CO","/teams/events/Eventteam/?TeamId=PMHvOTWXZvqT8NJgDrx82lK9ZUPD8ZqMYAIkTbsvkBQ%3d",136,"Colorado B",828,"Developmental","South Central","Rocky Mountain DI",5,15,65,0.208015094119542
"132","LSU (LSU Women's Ultimate)","College","Women","Baton Rouge","LA","/teams/events/Eventteam/?TeamId=7uAt5rDbwHU3ov9epmBYZl28OWaTM4t5TTbSLrAA%2fx0%3d",97,"LSU",1087,"Division I","Southeast","Gulf Coast DI",12,12,139,0.203777977529556
"133","North Georgia (Aurea Ultimate)","College","Women","Dahlonega","GA","/teams/events/Eventteam/?TeamId=XA00BMJtjjU0VrfwcwFZe2%2bFyeglvKxy%2bvsdWfT44MI%3d",163,"North Georgia",685,"Division III","Southeast","Southern Appalachian DI",7,10,177,0.201165219922901
"134","Michigan State (Infamous)","College","Women","East Lansing","MI","/teams/events/Eventteam/?TeamId=ehCXFpwX1AgmEnu29qp%2bv5qCDzJ%2f%2fFmMAaHLr8LAD3o%3d",156,"Michigan State",724,"Division I","Great Lakes","Eastern Great Lakes DI",14,18,154,0.200683145666162
"135","John Brown (Savage Skies)","College","Women","Siloam Springs","AR","/teams/events/Eventteam/?TeamId=sy0lj7hi%2f%2bu4RE94ff9rrCMMbZ6Cma6kDeAfMET0i%2bI%3d",98,"John Brown",1074,"Division III","South Central","South Central DIII",13,4,125,0.190264596730169
"136","Oregon State  (Dinos)","College","Women","Corvallis","OR","/teams/events/Eventteam/?TeamId=e4hz%2fN4xlo4w%2bShfoJa%2bEIF0U67tua0kJOKb11ZdOi4%3d",118,"Oregon State",942,"Division I","Northwest","Cascadia DI",12,12,200,0.182941162949408
"137","Nebraska (Cuddle Raptors)","College","Women","Lincoln","NE","/teams/events/Eventteam/?TeamId=Cll6iXthC2Vxaj%2fVMnx2fS2HdkgRZJQqTTHlIRFHszs%3d",111,"Nebraska",993,"Division I","North Central","Western North Central DI",12,10,168,0.182203936717616
"138","Rhode Island (Disky Business)","College","Women","Kingston","RI","/teams/events/Eventteam/?TeamId=HLFSZ1499bW3rv20D5ZndP75c1%2fEEHGqqIILhSF8IBQ%3d",204,"Rhode Island",471,"Division I","New England","Greater New England DI",7,9,217,0.179606561919634
"139","Northeastern-B (Valkyries)","College","Women","Boston","MA","/teams/events/Eventteam/?TeamId=V0%2bQ%2ffNLMAoMCBHgKtY7jLFDeHm7A%2fXqCY3tua08PsY%3d",253,"Northeastern B",186,"Developmental","New England","New England Dev",16,10,180,0.174052743191543
"140","SUNY-Stony Brook (Smash)","College","Women","Stony Brook","NY","/teams/events/Eventteam/?TeamId=FgGTXerds%2fPLBf9CCmxqC00xcYzr5fqgXZ9rYJaNiOs%3d",182,"SUNY-Stony Brook",582,"Division I","Metro East","Eastern Metro East DI",4,4,249,0.172901708589961
"141","Carleton College-Eclipse (Eclipse)","College","Women","Weybridge","MN","/teams/events/Eventteam/?TeamId=gjGBx5AWkDSPgL%2bk0SkVPeDHdDsFWdrmbY3vRq31pUU%3d",131,"Carleton College-Eclipse",861,"Division III","North Central","North Central DIII",15,12,45,0.16843598849029
"142","Mary Washington (Mary Massacre)","College","Women","Fredericksburg","VA","/teams/events/Eventteam/?TeamId=ybT2eSw0N1dZBziQKKBFoYPQF5qcNB2KYGuPXk9kIPA%3d",178,"Mary Washington",594,"Division III","Atlantic Coast","Atlantic Coast DIII",11,6,144,0.1682904564121
"143","Worcester Polytechnic (WPI Pythons)","College","Women","Worcester","MA","/teams/events/Eventteam/?TeamId=dmVyBwtilcd0zAq91UNy90o4oMxsQ1jEQTCyKzXlnlI%3d",173,"Worcester Polytechnic",608,"Division III","New England","South New England DIII",9,6,316,0.166624554753946
"144","Portland State (Osiks)","College","Women","Portland","OR","/teams/events/Eventteam/?TeamId=9d9AE11eD8v%2bLYX7mEsjTDewVSwqS%2banlRSWSducijw%3d",101,"Portland State",1055,"Division I","Northwest","Cascadia DI",9,10,210,0.16559915496766
"145","North Park (Allihopa)","College","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=GwSjMAIIs92YlaM4WMo3nXO9zK%2fCZJJpFODmpUXFuaY%3d",122,"North Park",901,"Division III","Great Lakes","Great Lakes DIII",15,8,178,0.162009697011016
"146","Columbia-B (Columbia B)","College","Women","New York","NY","/teams/events/Eventteam/?TeamId=58uEltsli2qL8OJ3s%2bq%2fXbfQAfkXfJgtPe6ZED44Nlo%3d",274,"Columbia B",-73,"Division I","Metro East","Eastern Metro East DI",9,10,70,0.160638004220947
"147","Vermont-B (Vermont B)","College","Women","Burlington","VT","/teams/events/Eventteam/?TeamId=1vRsr6ZlJJaRNB65gKBsHwgsLvZKKtKkqq63uhHhrBg%3d",249,"Vermont B",214,"Developmental","New England","New England Dev",11,6,279,0.155479206461098
"148","Montana State (Cold Smoke)","College","Women","Bozeman","MT","/teams/events/Eventteam/?TeamId=Gvlmmu1d3k7gxVi7pY2%2bPXruuiT0fAUDNR1kWrZ9Drg%3d",147,"Montana State",766,"Division I","Northwest","Big Sky DI",6,5,165,0.152832486680077
"149","Wisconsin-La Crosse (Galaxy)","College","Women","La Crosse","WI","/teams/events/Eventteam/?TeamId=m%2bFCvxjLx9SwnNW36KgE90%2bZjjpvKGOSv3IjGax%2fJyg%3d",146,"Wisconsin-La Crosse",775,"Division I","North Central","Lake Superior DI",8,10,310,0.151469010586224
"150","Arizona State (Caliente)","College","Women","Tempe","AZ","/teams/events/Eventteam/?TeamId=9moj0rFBh8DkUTRDKkGJStu8fR5akp3Wo6BhQSfA1Pk%3d",82,"Arizona State",1149,"Division I","Southwest","Desert DI",18,11,13,0.150005134546877
"151","Liberty (Lady Flames)","College","Women","Lynchburg","VA","/teams/events/Eventteam/?TeamId=N6OxmNXFad3uRMziJE5XBzGpP%2bbwuJfXc0s8YkvdB%2fU%3d",141,"Liberty",789,"Division I","Atlantic Coast","Virginia DI",12,16,137,0.146245875555141
"152","Mississippi (Landsharks)","College","Women","Oxford","MS","/teams/events/Eventteam/?TeamId=NOTCmCEnL3GjUR7oGxkr%2fxfuvWSZeJoM5a%2f9U%2fLmNWQ%3d",108,"Mississippi",1028,"Division I","Southeast","Gulf Coast DI",10,9,158,0.145934476482832
"153","Tennessee (Big Orange Screw)","College","Women","Knoxville","TN","/teams/events/Eventteam/?TeamId=Ad9Meiq6uUxBrA5K8cOsMWSSzvuullVOu4%2fsaoVekiI%3d",143,"Tennessee",786,"Division I","Southeast","Southern Appalachian DI",7,13,255,0.145654964207085
"154","Maryland-Baltimore County (Shazam)","College","Women","Baltimore","MD","/teams/events/Eventteam/?TeamId=A3Gu2uOtEvMSYbIg4TU99nmCNzc2RETbaF2ix8JeL4g%3d",216,"Maryland-Baltimore County",413,"Division I","Atlantic Coast","Colonial DI",8,10,146,0.145440640287834
"155","George Mason (Extinction)","College","Women","Fairfax","VA","/teams/events/Eventteam/?TeamId=C%2bJUNEWIu95r2bmCa%2fjXZHEsD9Zv3nqH5AJYPixdNao%3d",242,"George Mason",267,"Division I","Atlantic Coast","Virginia DI",9,23,94,0.144726111581291
"156","Wisconsin-Eau Claire (SOL)","College","Women","Eau Claire","WI","/teams/events/Eventteam/?TeamId=0e%2bBOuH6el1Tb6b3v4uDb8X3M5%2fFPY21IT0aWXHPxDg%3d",102,"Wisconsin-Eau Claire",1050,"Division I","North Central","Lake Superior DI",14,10,308,0.143460927296803
"157","Texas-Dallas (MonStars)","College","Women","Richardson","TX","/teams/events/Eventteam/?TeamId=JhpQtkEA%2bQB3GeEaO18ZkSCjTwuQ4dPCgcz6Gz%2fkZ10%3d",113,"Texas-Dallas",977,"Division I","South Central","Texas DI",15,10,257,0.14325621002189
"158","Franciscan University of Steubenville (Franciscan FIRE)","College","Women","Steubenville","OH","/teams/events/Eventteam/?TeamId=hLWs0snpNgcjZx1gL3B9EoNHsvbs6FupYNAdTiJSdd0%3d",NA,NA,NA,NA,NA,NA,4,3,93,0.135868584335379
"159","St Benedict (Rapture)","College","Women","St. Joseph","MN","/teams/events/Eventteam/?TeamId=lSQr5ZNiKkxJtiw6TZyjCotz5NukhkxaI1qZAru5GUs%3d",170,"St Benedict",621,"Division III","North Central","North Central DIII",11,4,238,0.135482146362478
"160","Messiah (Falcons)","College","Women","Mechanicsburg","PA","/teams/events/Eventteam/?TeamId=tAQgLQKhAggq4Pe3Lwl8VNA1A%2f9%2fFFYlgXNeYIDdwcU%3d",218,"Messiah",405,"Division III","Ohio Valley","Pennsylvania DIII",7,12,149,0.135362791345578
"161","Indiana (Calamity Jane)","College","Women","Bloomington","IN","/teams/events/Eventteam/?TeamId=RxfFY6Ke3rNjisDM3NczuOIJX17LQOAohpRUbZ5Dscw%3d",169,"Indiana",625,"Division I","Great Lakes","Eastern Great Lakes DI",9,11,119,0.134688045747851
"162","Alabama (Ramma Jamma)","College","Women","Tuscaloosa","AL","/teams/events/Eventteam/?TeamId=PPlw4ZVpnrf%2bSCv9btGRDsUbOdA0l5O4rcVat8%2fPUgs%3d",109,"Alabama",1020,"Division I","Southeast","Gulf Coast DI",11,12,4,0.131640139830249
"163","Lewis & Clark (Artemis)","College","Women","Portland","OR","/teams/events/Eventteam/?TeamId=D4j8XT01BCQGYnpZBcOlqwbu64lwlKCQ4IABOjBzBpE%3d",119,"Lewis & Clark",940,"Division III","Northwest","Northwest DIII",14,10,136,0.13040362152745
"164","Skidmore (Skidmore College Thoroughbears )","College","Women","Saratoga Springs","NY","/teams/events/Eventteam/?TeamId=uu%2bw13TgPeblKweUHiU2u7DW8tzGa1IklUt6xdNlDO4%3d",161,"Skidmore",694,"Division III","Metro East","Eastern Metro East DIII",8,13,231,0.130364728769968
"165","Salisbury (Flash)","College","Women","Salisbury","MD","/teams/events/Eventteam/?TeamId=3yPMttfvaFleQsGAbyPxlvjZy8bXmxWJP0pIwbRidVc%3d",258,"Salisbury",163,"Division I","Atlantic Coast","Colonial DI",8,12,224,0.12761664474263
"166","Scranton (University of Scranton Women's Team)","College","Women","Scranton","PA","/teams/events/Eventteam/?TeamId=Pp%2f%2fAEdqUwVdvFIin1GrAO9Qt%2fEGrBrrs9b6%2bskgBd8%3d",271,"Scranton",37,"Division III","Ohio Valley","Pennsylvania DIII",5,2,227,0.126184656034521
"167","Truman State (TSUnami Women's Ultimate)","College","Women","Kirksville","MO","/teams/events/Eventteam/?TeamId=aHbxGtvl5%2fXZEvN8NUhwOAcsTlvUdilpZqGgANXQCz4%3d",132,"Truman State",860,"Division III","South Central","South Central DIII",11,11,266,0.125885659104176
"168","Virginia Tech (Burnettes)","College","Women","Blacksburg","VA","/teams/events/Eventteam/?TeamId=0bWCBnFO9jHU3s%2f5TNAyNkOJ6y4nl7maqW6qp9qKdy4%3d",186,"Virginia Tech",550,"Division I","Atlantic Coast","Virginia DI",8,17,287,0.124917773667599
"169","Xavier (Ignition)","College","Women","Cincinnati","OH","/teams/events/Eventteam/?TeamId=begM021DDB%2bP557YzFu8BaMchBJ%2fRMJagAHrIp0EJ68%3d",210,"Xavier",440,"Division III","Ohio Valley","Ohio DIII",9,8,317,0.124496568366604
"170","Arkansas (SoCo)","College","Women","Fayetteville","AR","/teams/events/Eventteam/?TeamId=QNib03xWMXkHszIdp%2fS%2bmoImxYeWaCOataZcUBjJa4Q%3d",126,"Arkansas",881,"Division I","South Central","Ozarks DI",12,15,14,0.123292302731818
"171","Air Force (Kiwi)","College","Women","USAF Academy","CO","/teams/events/Eventteam/?TeamId=N0mwQCAB3V5bjiMsgdul4le0lL5OYKTNe3eLPNO1Q3k%3d",145,"Air Force",781,"Division III","South Central","South Central DIII",10,9,1,0.122205035948797
"172","Alabama-Birmingham (Ember)","College","Women","Birmingham","AL","/teams/events/Eventteam/?TeamId=mGHfNfi4WmNwCkNUCE3u3lAqox4MWKwdOao01Qv96ms%3d",151,"Alabama-Birmingham",762,"Division I","Southeast","Gulf Coast DI",8,11,2,0.119328517754649
"173","California-Santa Cruz (Sol)","College","Women","Santa Cruz","CA","/teams/events/Eventteam/?TeamId=6zcCnRzBUOFHZYOUaW1QDQ35iGqbMsFnJjnrKVUSYs8%3d",95,"California-Santa Cruz",1100,"Division I","Southwest","NorCal DI",14,18,42,0.117272395552971
"174","Richmond (Richmond Redhots)","College","Women","Richmond","VA","/teams/events/Eventteam/?TeamId=2%2bTsy69s4JstCkJdSi2eU2G3iCGHf8M5ALDHkVPdd4c%3d",166,"Richmond",658,"Division III","Atlantic Coast","Atlantic Coast DIII",10,6,219,0.11661799700766
"175","Montana (MT PillowFight)","College","Women","Missoula","MT","/teams/events/Eventteam/?TeamId=1ioSAfnGWp8vbdCr3lihN%2bXztSwHlGOVYJ6tJFySceQ%3d",184,"Montana",571,"Division I","Northwest","Big Sky DI",1,5,164,0.113316836425593
"176","Appalachian State (Nonads)","College","Women","Boone","NC","/teams/events/Eventteam/?TeamId=8VN0gQU697931IO0KbH3Qnj7YxG05sFO4MNZWJaTZ%2fU%3d",107,"Appalachian State",1032,"Division I","Atlantic Coast","Carolina DI",6,11,10,0.112950222883842
"177","Claremont (Claremont Greenshirts)","College","Women","Claremont","CA","/teams/events/Eventteam/?TeamId=Vvsp46fZTYA8Zch%2feaPSOofnbwFmjYjNjKy50PRQc%2bA%3d",115,"Claremont",948,"Division III","Southwest","SoCal DI",6,15,59,0.105770168087769
"178","Chico State  (Chico Chicas)","College","Women","Chico","CA","/teams/events/Eventteam/?TeamId=ZNa8AfyIZL2efKuPEwhLbQCj5wmY8JvtjoyHIVP2f4g%3d",81,"Chico State",1153,"Division I","Southwest","NorCal DI",13,21,56,0.103908313641413
"179","Vermont-C (Vermont C )","College","Women","Burlington","VT","/teams/events/Eventteam/?TeamId=P9Ke4T9bVH3d%2fmBfW%2fMr0zPCEGRzV9olBj0Kdcn2i08%3d",283,"Vermont C",-167,"Developmental","New England","New England Dev",3,9,280,0.103875228495801
"180","Ithaca (Kweezy)","College","Women","Ithaca","NY","/teams/events/Eventteam/?TeamId=zqo2%2b1E%2fvDvJLw25P9G3PbQt9ms46XXO5IFjRBxDvWo%3d",214,"Ithaca",425,"Division III","Metro East","Western NY DIII",7,17,122,0.103295194397015
"181","Bentley (WoBUS)","College","Women","Waltham","MA","/teams/events/Eventteam/?TeamId=9IqzEsHcmw6Cc42qE3xba58Xy1UxpUP0NDCT8vGGSRA%3d",172,"Bentley",612,"Division III","New England","Metro Boston DIII",2,5,20,0.102143634126291
"182","Northern Arizona (Jines in the Pines)","College","Women","Flagstaff","AZ","/teams/events/Eventteam/?TeamId=quL8H1AIYKY%2foQ2b7Lyud3ik5E6NWHWC2%2b4WOYXGiGI%3d",87,"Northern Arizona",1134,"Division I","Southwest","Desert DI",11,11,182,0.101854871458536
"183","Utah State (Utah State)","College","Women","Logan","UT","/teams/events/Eventteam/?TeamId=j8zArvfOEoEhh90c3tBuFWiowecOQOEEmcWh20Ok3mU%3d",257,"Utah State",166,"","Northwest","Big Sky DI",2,11,275,0.100424741202665
"184","Pittsburgh-B (High Voltage)","College","Women","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=QNHfUbVUI2MtyRZm5j5V%2fSB0zNVshTgTLOYU0fWHYLQ%3d",219,"Pittsburgh B",402,"Division I","Ohio Valley","Pennsylvania DI",8,10,207,0.0970562212970551
"185","Allegheny (Hellbenderitas)","College","Women","Meadville","PA","/teams/events/Eventteam/?TeamId=ODPj6AZxomE9CBe%2bNV53r3eLd36wdFoneFCyM70Jgkk%3d",239,"Allegheny",275,"Division III","Ohio Valley","Pennsylvania DIII",8,10,5,0.0931289069463965
"186","Missouri S&T (Miner Threat)","College","Women","Rolla","MO","/teams/events/Eventteam/?TeamId=B%2fMJVfKey9WJKeqH9CrfyX0LZDVp5ikkRYdXVNM0Z24%3d",NA,NA,NA,NA,NA,NA,6,9,161,0.0921131751666417
"187","Hamilton (Hot Saucers)","College","Women","Clinton","NY","/teams/events/Eventteam/?TeamId=GliTWlFg1oNhxWZTZwTNqmhI1kye99H57KKh5GaE980%3d",158,"Hamilton",714,"Division III","Metro East","Western NY DIII",9,6,108,0.0894527360293149
"188","South Florida (Scallywenches)","College","Women","Tampa","FL","/teams/events/Eventteam/?TeamId=51prhQzxUQNRxTuCDAGl1YFVf3MG%2bAf3Mic3lv8K%2bjU%3d",165,"South Florida",663,"Division I","Southeast","Florida DI",9,22,235,0.0854319846714449
"189","Macalester (Pursesnatchers)","College","Women","Saint Paul","MN","/teams/events/Eventteam/?TeamId=g2cx1FysuTtL4F0AG%2bvFTAnvqbcqv5sfV0skZDxFdMo%3d",217,"Macalester",412,"Division III","North Central","North Central DIII",6,4,141,0.0850726300532628
"190","Wooster (Betty Gone Wild)","College","Women","Wooster","OH","/teams/events/Eventteam/?TeamId=pMReTgmtR4DyyG1CiJ%2fv37VdkyFSHXj6vUwTZy%2bFUSg%3d",261,"Wooster",155,"Division III","Ohio Valley","Ohio DIII",5,9,315,0.084503755764016
"191","DePaul (Laser Chains)","College","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=YI0iVj9ukZTsduZs5hOhzWJ8wVHKZUHH9Axu%2bYwBRKk%3d",155,"DePaul",738,"Division I","Great Lakes","Illinois DI",12,8,80,0.0840181910065193
"192","Kentucky (KULT)","College","Women","Lexington","KY","/teams/events/Eventteam/?TeamId=WBb%2fvKGgqgavaDBgkqkwZxPB95zrwLeyPP9IxyZnphs%3d",185,"Kentucky",557,"Division I","Great Lakes","Eastern Great Lakes DI",6,14,132,0.0835097189374765
"193","Ohio State-B (Fever-B)","College","Women","Columbus","OH","/teams/events/Eventteam/?TeamId=RX75As8Wnqgbj48ImwbE0cj55i5Wna6WSL72f2aeACc%3d",269,"Ohio State B",54,"Developmental","Ohio Valley","Ohio DI",8,16,195,0.0810625655717366
"194","SUNY-Fredonia (Turtlicious Turtles)","College","Women","Fredonia","NY","/teams/events/Eventteam/?TeamId=SCzHNOcEsCDlh66%2flW9jiRVtQsF65xXWhIu65%2btvxEY%3d",222,"SUNY-Fredonia",384,"Division III","Metro East","Western NY DIII",9,13,246,0.0783134925262433
"195","Georgia Tech-B (Wreck B )","College","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=zXe0kGkX%2biaci807NZGOQxX6mD%2bilV65UzIntrEAAfY%3d",240,"Georgia Tech B",271,"Division I","Southeast","Southern Appalachian DI",7,10,103,0.0764374913201783
"196","Gonzaga (ZULU)","College","Women","Spokane","WA","/teams/events/Eventteam/?TeamId=Un5YPcswBFReaITJ46WjQX6I1Yacp2CzredRzfrxdb4%3d",200,"Gonzaga",492,"Division I","Northwest","Big Sky DI",4,6,105,0.0752120061566569
